"","Source.DEGenes","Source.GenesOfInterest","DE.Interest","NonDE.Interest","DE.NotInterest","NonDE.NotInterest","p.value","odds.ratio","GeneRatio"
"158","Shared in Emb/Min","Styrkarsdottir2019-GWAS.bone.area",0,6,1,10815,1,0,0
"159","Unique to
Mineralizing Osteoblasts","Styrkarsdottir2019-GWAS.bone.area",1,5,35,10781,0.0197986229278398,61.3369359714973,0.0277777777777778
"160","Shared in All","Styrkarsdottir2019-GWAS.bone.area",0,6,2826,7990,1,0,0
"161","All Preostoblasts","Styrkarsdottir2019-GWAS.bone.area",0,6,2857,7959,1,0,0
"162","All Osteoblasts","Styrkarsdottir2019-GWAS.bone.area",0,6,2857,7959,1,0,0
"163","All Embedding Osteoblasts","Styrkarsdottir2019-GWAS.bone.area",0,6,2856,7960,1,0,0
"164","All Mineralizing Osteoblasts","Styrkarsdottir2019-GWAS.bone.area",1,5,2895,7921,0.845737914625498,0.54722442775973,0.000345303867403315
"165","All Maturing Osteocytes","Styrkarsdottir2019-GWAS.bone.area",0,6,2827,7989,1,0,0
"166","Shared in All","Yengo2018-GWAS.height",271,808,2555,7188,0.794255446525627,0.943577617765725,0.0958952583156405
"167","Shared in
Pre/Obl/Emb/Min","Yengo2018-GWAS.height",1,1078,27,9716,0.94738593229467,0.333836297560997,0.0357142857142857
"168","Shared in
Obl/Emb/Min/Mat","Yengo2018-GWAS.height",0,1079,0,9743,1,0,NA
"169","Shared in Emb/Min","Yengo2018-GWAS.height",0,1079,1,9742,1,0,0
"170","Unique to
Mineralizing Osteoblasts","Yengo2018-GWAS.height",2,1077,34,9709,0.886724188745006,0.530310054063345,0.0555555555555556
"171","Shared in All","Yengo2018-GWAS.height",271,808,2555,7188,0.794255446525627,0.943577617765725,0.0958952583156405
"172","All Preostoblasts","Yengo2018-GWAS.height",273,806,2584,7159,0.815522148171746,0.938404955798481,0.0955547777388869
"173","All Osteoblasts","Yengo2018-GWAS.height",272,807,2585,7158,0.834440037204022,0.933318011492628,0.0952047602380119
"174","All Embedding Osteoblasts","Yengo2018-GWAS.height",272,807,2584,7159,0.832638964114494,0.93380957712516,0.0952380952380952
"175","All Mineralizing Osteoblasts","Yengo2018-GWAS.height",275,804,2621,7122,0.84910885925278,0.929426361581063,0.0949585635359116
"176","All Maturing Osteocytes","Yengo2018-GWAS.height",271,808,2556,7187,0.796312252398648,0.943077295431248,0.0958613371064733
"177","Shared in All","Steinberg2020-GWAS.OA",87,270,2739,7726,0.794194031087353,0.908913231332727,0.0307855626326964
"178","Shared in
Pre/Obl/Emb/Min","Steinberg2020-GWAS.OA",1,356,27,10438,0.609546510867752,1.0859111382412,0.0357142857142857
"179","Shared in
Obl/Emb/Min/Mat","Steinberg2020-GWAS.OA",0,357,0,10465,1,0,NA
"180","Shared in Emb/Min","Steinberg2020-GWAS.OA",0,357,1,10464,1,0,0
"181","Unique to
Mineralizing Osteoblasts","Steinberg2020-GWAS.OA",0,357,36,10429,1,0,0
"182","Shared in All","Steinberg2020-GWAS.OA",87,270,2739,7726,0.794194031087353,0.908913231332727,0.0307855626326964
"183","All Preostoblasts","Steinberg2020-GWAS.OA",89,268,2768,7697,0.757146001810459,0.923451470340963,0.0311515575778789
"184","All Osteoblasts","Steinberg2020-GWAS.OA",89,268,2768,7697,0.757146001810459,0.923451470340963,0.0311515575778789
"185","All Embedding Osteoblasts","Steinberg2020-GWAS.OA",88,269,2768,7697,0.793029976101228,0.909682917422217,0.030812324929972
"186","All Mineralizing Osteoblasts","Steinberg2020-GWAS.OA",89,268,2807,7658,0.803113090801889,0.906009330670803,0.030732044198895
"187","All Maturing Osteocytes","Steinberg2020-GWAS.OA",87,270,2740,7725,0.795334299800236,0.908463967961136,0.0307746727980191
"188","Shared in All","Morris2020-GWAS.OP",140,348,2686,7648,0.102374075366627,1.14545426347373,0.0495399858457183
"189","Shared in
Pre/Obl/Emb/Min","Morris2020-GWAS.OP",1,487,27,10307,0.725723633600254,0.783874693920537,0.0357142857142857
"190","Shared in
Obl/Emb/Min/Mat","Morris2020-GWAS.OP",0,488,0,10334,1,0,NA
"191","Shared in Emb/Min","Morris2020-GWAS.OP",0,488,1,10333,1,0,0
"192","Unique to
Mineralizing Osteoblasts","Morris2020-GWAS.OP",1,487,35,10299,0.810592656637753,0.604240265248589,0.0277777777777778
"193","Shared in All","Morris2020-GWAS.OP",140,348,2686,7648,0.102374075366627,1.14545426347373,0.0495399858457183
"194","All Preostoblasts","Morris2020-GWAS.OP",141,347,2716,7618,0.110712940881812,1.13969598318737,0.0493524676233812
"195","All Osteoblasts","Morris2020-GWAS.OP",141,347,2716,7618,0.110712940881812,1.13969598318737,0.0493524676233812
"196","All Embedding Osteoblasts","Morris2020-GWAS.OP",141,347,2715,7619,0.109810606239962,1.14026518334848,0.0493697478991597
"197","All Mineralizing Osteoblasts","Morris2020-GWAS.OP",142,346,2754,7580,0.127240573825413,1.12955490990487,0.0490331491712707
"198","All Maturing Osteocytes","Morris2020-GWAS.OP",140,348,2687,7647,0.103235271409349,1.14487850862366,0.0495224619738238
