"","Source.DEGenes","Source.GenesOfInterest","DE.Interest","NonDE.Interest","DE.NotInterest","NonDE.NotInterest","p.value","odds.ratio","GeneRatio"
"34","Unique to iPSC.c1","Blake2020-DE.kidney-Unique",27,115,1303,9100,0.0182369310788895,1.63959549614002,0.0203007518796992
"35","Unique to MSC.c1","Blake2020-DE.kidney-Unique",2,140,370,10033,0.963111326646869,0.387397707463671,0.00537634408602151
"36","Unique to Osteo.c1","Blake2020-DE.kidney-Unique",5,137,149,10254,0.0569230465418791,2.51128669698617,0.0324675324675325
"37","Shared in All","Blake2020-DE.liver-Unique",6,423,162,9954,0.684745749676253,0.871561313551274,0.0357142857142857
"38","Shared in iPSC.c1 & MSC.c1","Blake2020-DE.liver-Unique",14,415,227,9889,0.114592969772992,1.46954256246685,0.0580912863070539
"39","Shared in MSC.c1 & Osteo.c1","Blake2020-DE.liver-Unique",8,421,117,9999,0.136846932802747,1.62386569424816,0.064
"40","Unique to iPSC.c1","Blake2020-DE.liver-Unique",61,368,1269,8847,0.170782425684211,1.15558103160739,0.0458646616541353
"41","Unique to MSC.c1","Blake2020-DE.liver-Unique",24,405,348,9768,0.0172275909586801,1.66323917566153,0.0645161290322581
"42","Unique to Osteo.c1","Blake2020-DE.liver-Unique",10,419,144,9972,0.0973755742970917,1.65263571014028,0.0649350649350649
"43","Shared in All","Blake2020-DE.lung-Unique",1,166,167,10211,0.933031200333686,0.368358130780915,0.00595238095238095
"44","Shared in iPSC.c1 & MSC.c1","Blake2020-DE.lung-Unique",4,163,237,10141,0.533157707834437,1.05005635219094,0.016597510373444
"45","Shared in MSC.c1 & Osteo.c1","Blake2020-DE.lung-Unique",4,163,121,10257,0.136644297494158,2.07998329939435,0.032
"46","Unique to iPSC.c1","Blake2020-DE.lung-Unique",27,140,1303,9075,0.103342436261934,1.34314707892682,0.0203007518796992
"47","Unique to MSC.c1","Blake2020-DE.lung-Unique",5,162,367,10011,0.706927365710223,0.841922281188375,0.0134408602150538
"48","Unique to Osteo.c1","Blake2020-DE.lung-Unique",3,164,151,10227,0.442137112771747,1.23890551681725,0.0194805194805195
"49","Shared in All","Gokhman2021-DE.Parental.iPSCs-Unique",43,4043,125,6334,0.999894761906422,0.538960690866765,0.255952380952381
"50","Shared in iPSC.c1 & MSC.c1","Gokhman2021-DE.Parental.iPSCs-Unique",94,3992,147,6312,0.491857553274774,1.01108492310743,0.390041493775934
"51","Shared in MSC.c1 & Osteo.c1","Gokhman2021-DE.Parental.iPSCs-Unique",39,4047,86,6373,0.968183442298775,0.714151360574673,0.312
"52","Unique to iPSC.c1","Gokhman2021-DE.Parental.iPSCs-Unique",654,3432,676,5783,9.16801462944357e-17,1.63003660203586,0.491729323308271
"53","Unique to MSC.c1","Gokhman2021-DE.Parental.iPSCs-Unique",159,3927,213,6246,0.0604772850331716,1.18726713975671,0.42741935483871
"54","Unique to Osteo.c1","Gokhman2021-DE.Parental.iPSCs-Unique",61,4025,93,6366,0.442821961379565,1.0374275679004,0.396103896103896
"55","Shared in All","Gokhman2021-DE.Hybrid.iPSCs-Unique",31,2386,137,7991,0.933681203445994,0.757854966286085,0.18452380952381
"56","Shared in iPSC.c1 & MSC.c1","Gokhman2021-DE.Hybrid.iPSCs-Unique",53,2364,188,7940,0.660385776792153,0.946901136827446,0.219917012448133
"57","Shared in MSC.c1 & Osteo.c1","Gokhman2021-DE.Hybrid.iPSCs-Unique",24,2393,101,8027,0.86600642401295,0.79709736308248,0.192
"58","Unique to iPSC.c1","Gokhman2021-DE.Hybrid.iPSCs-Unique",421,1996,909,7219,2.65048438621449e-15,1.6749696052956,0.316541353383459
"59","Unique to MSC.c1","Gokhman2021-DE.Hybrid.iPSCs-Unique",88,2329,284,7844,0.385803089223221,1.04359530212325,0.236559139784946
"60","Unique to Osteo.c1","Gokhman2021-DE.Hybrid.iPSCs-Unique",36,2381,118,8010,0.477695580940206,1.02634450743561,0.233766233766234
"61","Shared in All","Gokhman2021-DE.Parental.CNCCs-Unique",6,374,162,10003,0.56737449258707,0.990593071456384,0.0357142857142857
"62","Shared in iPSC.c1 & MSC.c1","Gokhman2021-DE.Parental.CNCCs-Unique",9,371,232,9933,0.504881378344368,1.03863992521839,0.037344398340249
"63","Shared in MSC.c1 & Osteo.c1","Gokhman2021-DE.Parental.CNCCs-Unique",5,375,120,10045,0.471043196224566,1.11609819383276,0.04
"64","Unique to iPSC.c1","Gokhman2021-DE.Parental.CNCCs-Unique",26,354,1304,8861,0.999927772917308,0.499113559667706,0.0195488721804511
"65","Unique to MSC.c1","Gokhman2021-DE.Parental.CNCCs-Unique",18,362,354,9811,0.125098916226169,1.37801841498738,0.0483870967741935
"66","Unique to Osteo.c1","Gokhman2021-DE.Parental.CNCCs-Unique",4,376,150,10015,0.811068789409912,0.710299060625275,0.025974025974026
"67","Shared in All","Gokhman2021-DE.Hybrid.CNCCs-Unique",4,921,164,9456,0.999845809956648,0.250436351034619,0.0238095238095238
"68","Shared in iPSC.c1 & MSC.c1","Gokhman2021-DE.Hybrid.CNCCs-Unique",15,910,226,9394,0.942852967636939,0.685186444813343,0.0622406639004149
"69","Shared in MSC.c1 & Osteo.c1","Gokhman2021-DE.Hybrid.CNCCs-Unique",19,906,106,9514,0.0124532471561768,1.88223307971514,0.152
"70","Unique to iPSC.c1","Gokhman2021-DE.Hybrid.CNCCs-Unique",83,842,1247,8373,0.999886176787913,0.661909103533826,0.062406015037594
"71","Unique to MSC.c1","Gokhman2021-DE.Hybrid.CNCCs-Unique",36,889,336,9284,0.290420817300519,1.1188782617432,0.0967741935483871
"72","Unique to Osteo.c1","Gokhman2021-DE.Hybrid.CNCCs-Unique",22,903,132,9488,0.0151740933320067,1.75107986359298,0.142857142857143
"73","Shared in All","Gokhman2020-DMR.bone",4,221,164,10156,0.483832142157139,1.12083395181801,0.0238095238095238
"74","Shared in iPSC.c1 & MSC.c1","Gokhman2020-DMR.bone",4,221,237,10083,0.760694732894369,0.770047593043462,0.016597510373444
"75","Shared in MSC.c1 & Osteo.c1","Gokhman2020-DMR.bone",2,223,123,10197,0.750465062022155,0.743536847664249,0.016
"76","Unique to iPSC.c1","Gokhman2020-DMR.bone",36,189,1294,9026,0.0773771939010914,1.328581081223,0.0270676691729323
"77","Unique to MSC.c1","Gokhman2020-DMR.bone",16,209,356,9964,0.0060778584328709,2.14242049305197,0.043010752688172
"78","Unique to Osteo.c1","Gokhman2020-DMR.bone",3,222,151,10169,0.642435621168433,0.910066622504815,0.0194805194805195
"79","Shared in All","Hsu2019-GWAS.hip.geometry",0,5,168,10372,1,0,0
"80","Shared in iPSC.c1 & MSC.c1","Hsu2019-GWAS.hip.geometry",0,5,241,10299,1,0,0
"81","Shared in MSC.c1 & Osteo.c1","Hsu2019-GWAS.hip.geometry",0,5,125,10415,1,0,0
"82","Unique to iPSC.c1","Hsu2019-GWAS.hip.geometry",1,4,1329,9211,0.490452919997203,1.73257898867103,0.00075187969924812
"83","Unique to MSC.c1","Hsu2019-GWAS.hip.geometry",0,5,372,10168,1,0,0
"84","Unique to Osteo.c1","Hsu2019-GWAS.hip.geometry",0,5,154,10386,1,0,0
"85","Shared in All","Styrkarsdottir2019-GWAS.bone.area",0,6,168,10371,1,0,0
"86","Shared in iPSC.c1 & MSC.c1","Styrkarsdottir2019-GWAS.bone.area",0,6,241,10298,1,0,0
"87","Shared in MSC.c1 & Osteo.c1","Styrkarsdottir2019-GWAS.bone.area",0,6,125,10414,1,0,0
"88","Unique to iPSC.c1","Styrkarsdottir2019-GWAS.bone.area",1,5,1329,9210,0.554750606563021,1.38595200891594,0.00075187969924812
"89","Unique to MSC.c1","Styrkarsdottir2019-GWAS.bone.area",0,6,372,10167,1,0,0
"90","Unique to Osteo.c1","Styrkarsdottir2019-GWAS.bone.area",0,6,154,10385,1,0,0
"91","Shared in All","Yengo2018-GWAS.height",9,1012,159,9365,0.985627440784581,0.523833922851523,0.0535714285714286
"92","Shared in iPSC.c1 & MSC.c1","Yengo2018-GWAS.height",15,1006,226,9298,0.979574734316793,0.613467110090427,0.0622406639004149
"93","Shared in MSC.c1 & Osteo.c1","Yengo2018-GWAS.height",8,1013,117,9407,0.926575394365418,0.634982280388672,0.064
"94","Unique to iPSC.c1","Yengo2018-GWAS.height",121,900,1209,8315,0.793193244069972,0.924685889650517,0.0909774436090226
"95","Unique to MSC.c1","Yengo2018-GWAS.height",36,985,336,9188,0.528000012089867,0.999419923889602,0.0967741935483871
"96","Unique to Osteo.c1","Yengo2018-GWAS.height",6,1015,148,9376,0.998035507406863,0.374514441700571,0.038961038961039
"97","Shared in All","Steinberg2020-GWAS.OA",4,330,164,10047,0.784044007111899,0.742587336632307,0.0238095238095238
"98","Shared in iPSC.c1 & MSC.c1","Steinberg2020-GWAS.OA",1,333,240,9971,0.999609469008537,0.124756982714243,0.004149377593361
"99","Shared in MSC.c1 & Osteo.c1","Steinberg2020-GWAS.OA",3,331,122,10089,0.762294724576401,0.749532767346457,0.024
"100","Unique to iPSC.c1","Steinberg2020-GWAS.OA",48,286,1282,8929,0.182968077336976,1.16889551350373,0.0360902255639098
"101","Unique to MSC.c1","Steinberg2020-GWAS.OA",11,323,361,9850,0.636174070420536,0.929226711237751,0.0295698924731183
"102","Unique to Osteo.c1","Steinberg2020-GWAS.OA",3,331,151,10060,0.870714726662314,0.603847984808248,0.0194805194805195
"103","Shared in All","Morris2020-GWAS.OP",5,433,163,9944,0.832956674878429,0.704472215399034,0.0297619047619048
"104","Shared in iPSC.c1 & MSC.c1","Morris2020-GWAS.OP",5,433,236,9871,0.974486398792276,0.483006815600877,0.020746887966805
"105","Shared in MSC.c1 & Osteo.c1","Morris2020-GWAS.OP",2,436,123,9984,0.9687478127964,0.372365728144381,0.016
"106","Unique to iPSC.c1","Morris2020-GWAS.OP",59,379,1271,8836,0.311490731351559,1.08225306901006,0.0443609022556391
"107","Unique to MSC.c1","Morris2020-GWAS.OP",17,421,355,9752,0.377536536663272,1.10923575281775,0.0456989247311828
"108","Unique to Osteo.c1","Morris2020-GWAS.OP",8,430,146,9961,0.309580483059121,1.26928771932041,0.051948051948052
