"","Source.DEGenes","Source.GenesOfInterest","DE.Interest","NonDE.Interest","DE.NotInterest","NonDE.NotInterest","p.value","odds.ratio","GeneRatio"
"26","Unique to Osteogenic.c1","Blake2020-DE.liver-Unique",11,323,194,7604,0.221905756483848,1.33478112553588,0.0536585365853659
"27","Unique to Osteogenic.c3","Blake2020-DE.liver-Unique",1,333,72,7726,0.953834270741558,0.322266699259462,0.0136986301369863
"28","Unique to Osteogenic.c4","Blake2020-DE.liver-Unique",2,332,39,7759,0.506762348702452,1.19845566673837,0.0487804878048781
"29","Shared in Osteo.c1c3c4","Blake2020-DE.lung-Unique",1,130,75,7926,0.710627863483202,0.812941578227077,0.0131578947368421
"30","Unique to Osteogenic.c1","Blake2020-DE.lung-Unique",5,126,200,7801,0.23511143424016,1.54769135871424,0.024390243902439
"31","Unique to Osteogenic.c3","Blake2020-DE.lung-Unique",1,130,72,7929,0.696043156657061,0.847131171016927,0.0136986301369863
"32","Unique to Osteogenic.c4","Blake2020-DE.lung-Unique",1,130,40,7961,0.487016383859056,1.53083038064858,0.024390243902439
"33","Shared in Osteo.c1c3c4","Gokhman2021-DE.Parental.iPSCs-Unique",26,3124,50,4932,0.823991210254649,0.820987146008589,0.342105263157895
"34","Unique to Osteogenic.c1","Gokhman2021-DE.Parental.iPSCs-Unique",76,3074,129,4853,0.713586163411403,0.930099991178614,0.370731707317073
"35","Unique to Osteogenic.c3","Gokhman2021-DE.Parental.iPSCs-Unique",33,3117,40,4942,0.154105931605683,1.30796992932271,0.452054794520548
"36","Unique to Osteogenic.c4","Gokhman2021-DE.Parental.iPSCs-Unique",20,3130,21,4961,0.123060698315144,1.50938177871717,0.48780487804878
"37","Shared in Osteo.c1c3c4","Gokhman2021-DE.Hybrid.iPSCs-Unique",16,1799,60,6257,0.649172494982648,0.92749169841721,0.210526315789474
"38","Unique to Osteogenic.c1","Gokhman2021-DE.Hybrid.iPSCs-Unique",42,1773,163,6154,0.762861328020763,0.894368677467259,0.204878048780488
"39","Unique to Osteogenic.c3","Gokhman2021-DE.Hybrid.iPSCs-Unique",13,1802,60,6257,0.859085431271349,0.752351183269117,0.178082191780822
"40","Unique to Osteogenic.c4","Gokhman2021-DE.Hybrid.iPSCs-Unique",11,1804,30,6287,0.297264059904673,1.27780418290071,0.268292682926829
"41","Shared in Osteo.c1c3c4","Gokhman2021-DE.Parental.CNCCs-Unique",3,269,73,7787,0.469888895009398,1.18961289468641,0.0394736842105263
"42","Unique to Osteogenic.c1","Gokhman2021-DE.Parental.CNCCs-Unique",5,267,200,7660,0.821731522867888,0.717247512624608,0.024390243902439
"43","Unique to Osteogenic.c3","Gokhman2021-DE.Parental.CNCCs-Unique",2,270,71,7789,0.707095305549996,0.812641292656052,0.0273972602739726
"44","Unique to Osteogenic.c4","Gokhman2021-DE.Parental.CNCCs-Unique",2,270,39,7821,0.400736295959549,1.48535661168454,0.0487804878048781
"45","Shared in Osteo.c1c3c4","Gokhman2021-DE.Hybrid.CNCCs-Unique",5,705,71,7351,0.805041182064421,0.734344811637912,0.0657894736842105
"46","Unique to Osteogenic.c1","Gokhman2021-DE.Hybrid.CNCCs-Unique",21,689,184,7238,0.251167074063418,1.19891976343283,0.102439024390244
"47","Unique to Osteogenic.c3","Gokhman2021-DE.Hybrid.CNCCs-Unique",6,704,67,7355,0.622659321986141,0.935596440608791,0.0821917808219178
"48","Unique to Osteogenic.c4","Gokhman2021-DE.Hybrid.CNCCs-Unique",3,707,38,7384,0.707202180875428,0.824538501489502,0.0731707317073171
"49","Shared in Osteo.c1c3c4","Gokhman2020-DMR.bone",2,179,74,7877,0.507555394026351,1.18931087931759,0.0263157894736842
"50","Unique to Osteogenic.c1","Gokhman2020-DMR.bone",4,177,201,7750,0.674380707392122,0.871362352191823,0.0195121951219512
"51","Unique to Osteogenic.c3","Gokhman2020-DMR.bone",2,179,71,7880,0.486178428367869,1.24002761116459,0.0273972602739726
"52","Unique to Osteogenic.c4","Gokhman2020-DMR.bone",1,180,40,7911,0.603539933934198,1.09873608036927,0.024390243902439
"53","Shared in Osteo.c1c3c4","Hsu2019-GWAS.hip.geometry",0,6,76,8050,1,0,0
"54","Unique to Osteogenic.c1","Hsu2019-GWAS.hip.geometry",0,6,205,7921,1,0,0
"55","Unique to Osteogenic.c3","Hsu2019-GWAS.hip.geometry",0,6,73,8053,1,0,0
"56","Unique to Osteogenic.c4","Hsu2019-GWAS.hip.geometry",0,6,41,8085,1,0,0
"57","Shared in Osteo.c1c3c4","Styrkarsdottir2019-GWAS.bone.area",0,5,76,8051,1,0,0
"58","Unique to Osteogenic.c1","Styrkarsdottir2019-GWAS.bone.area",0,5,205,7922,1,0,0
"59","Unique to Osteogenic.c3","Styrkarsdottir2019-GWAS.bone.area",0,5,73,8054,1,0,0
"60","Unique to Osteogenic.c4","Styrkarsdottir2019-GWAS.bone.area",0,5,41,8086,1,0,0
"61","Shared in Osteo.c1c3c4","Yengo2018-GWAS.height",1,815,75,7241,0.999689034237092,0.118476376946199,0.0131578947368421
"62","Unique to Osteogenic.c1","Yengo2018-GWAS.height",15,801,190,7126,0.928841086616777,0.702372690019366,0.0731707317073171
"63","Unique to Osteogenic.c3","Yengo2018-GWAS.height",7,809,66,7250,0.608329715247963,0.950484499990365,0.0958904109589041
"64","Unique to Osteogenic.c4","Yengo2018-GWAS.height",2,814,39,7277,0.927511220517467,0.458483614800212,0.0487804878048781
"65","Shared in Osteo.c1c3c4","Steinberg2020-GWAS.OA",1,310,75,7746,0.949085357551521,0.333189499509471,0.0131578947368421
"66","Unique to Osteogenic.c1","Steinberg2020-GWAS.OA",3,308,202,7619,0.986582158396713,0.367411134916108,0.0146341463414634
"67","Unique to Osteogenic.c3","Steinberg2020-GWAS.OA",1,310,72,7749,0.942704063802265,0.347206170500897,0.0136986301369863
"68","Unique to Osteogenic.c4","Steinberg2020-GWAS.OA",0,311,41,7780,1,0,0
"69","Shared in Osteo.c1c3c4","Morris2020-GWAS.OP",2,352,74,7704,0.849860221829117,0.591545993827038,0.0263157894736842
"70","Unique to Osteogenic.c1","Morris2020-GWAS.OP",9,345,196,7582,0.538560860817232,1.00913898583984,0.0439024390243902
"71","Unique to Osteogenic.c3","Morris2020-GWAS.OP",1,353,72,7706,0.961759401371923,0.303221797922377,0.0136986301369863
"72","Unique to Osteogenic.c4","Morris2020-GWAS.OP",0,354,41,7737,1,0,0
