"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","Resolution","Topic"
"GO:0001708","BP","GO:0001708","cell fate specification","8/112","85/17073",8.42820467349004e-08,5.87420325728094e-06,4.94132063472877e-06,"POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/SFRP2",8,"5-Topic Analysis","Topic k4"
"GO:0031047","BP","GO:0031047","gene silencing by RNA","10/112","160/17073",9.82281235141787e-08,6.64484364948856e-06,5.58957557334552e-06,"POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/LIN28A/HNRNPA2B1/RAN",10,"5-Topic Analysis","Topic k4"
"GO:0001706","BP","GO:0001706","endoderm formation","7/112","59/17073",1.11426484703372e-07,7.32231185193584e-06,6.15945500405404e-06,"POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1",7,"5-Topic Analysis","Topic k4"
"GO:0060964","BP","GO:0060964","regulation of gene silencing by miRNA","8/112","90/17073",1.32123254296233e-07,8.44120791337041e-06,7.1006591051601e-06,"POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/LIN28A",8,"5-Topic Analysis","Topic k4"
"GO:2001251","BP","GO:2001251","negative regulation of chromosome organization","9/112","127/17073",1.51097198796641e-07,9.39252857384526e-06,7.90090046623688e-06,"SET/CENPF/CDC20/TOP2A/USP44/DNMT3B/CCNB1/TERF1/MAD2L1",9,"5-Topic Analysis","Topic k4"
"GO:0065004","BP","GO:0065004","protein-DNA complex assembly","10/112","169/17073",1.64193214894878e-07,9.82011766835922e-06,8.26058410729714e-06,"NPM1/SET/CENPV/HMGB1/HMGB2/NASP/CENPF/HELLS/TERF1/RPA3",10,"5-Topic Analysis","Topic k4"
"GO:0060147","BP","GO:0060147","regulation of posttranscriptional gene silencing","8/112","93/17073",1.707846551019e-07,9.82011766835922e-06,8.26058410729714e-06,"POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/LIN28A",8,"5-Topic Analysis","Topic k4"
"GO:0060966","BP","GO:0060966","regulation of gene silencing by RNA","8/112","93/17073",1.707846551019e-07,9.82011766835922e-06,8.26058410729714e-06,"POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/LIN28A",8,"5-Topic Analysis","Topic k4"
"GO:0000086","BP","GO:0000086","G2/M transition of mitotic cell cycle","12/112","269/17073",1.9996337344694e-07,1.12174575348284e-05,9.43601233364508e-06,"TUBB/TUBB/TUBB/TUBB/TUBB/TUBB/TUBB/TUBB/CENPF/CCNB1/CDK1/HMMR",12,"5-Topic Analysis","Topic k4"
"GO:0007369","BP","GO:0007369","gastrulation","10/112","186/17073",4.00239034280322e-07,2.14638124500756e-05,1.80551429213908e-05,"POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/SFRP2/SFRP1/OTX2",10,"5-Topic Analysis","Topic k4"
"GO:0030071","BP","GO:0030071","regulation of mitotic metaphase/anaphase transition","6/112","44/17073",4.01279971892718e-07,2.14638124500756e-05,1.80551429213908e-05,"DLGAP5/CENPF/CDC20/USP44/CCNB1/MAD2L1",6,"5-Topic Analysis","Topic k4"
"GO:0006323","BP","GO:0006323","DNA packaging","9/112","143/17073",4.16490706726986e-07,2.17711051243652e-05,1.83136344249809e-05,"NPM1/SET/CENPV/HMGB2/NASP/TOP2A/HELLS/CCNB1/CDK1",9,"5-Topic Analysis","Topic k4"
"GO:0051438","BP","GO:0051438","regulation of ubiquitin-protein transferase activity","6/112","46/17073",5.26827148425385e-07,2.69267209195197e-05,2.26504865217745e-05,"UBE2C/UBE2S/CDC20/RPL11/USP44/MAD2L1",6,"5-Topic Analysis","Topic k4"
"GO:0050807","BP","GO:0050807","regulation of synapse organization","11/112","244/17073",5.97718521209923e-07,2.81969147105502e-05,2.37189607496527e-05,"TUBB/TUBB/TUBB/TUBB/TUBB/TUBB/TUBB/TUBB/CDC20/APOE/CAMKV",11,"5-Topic Analysis","Topic k4"
"GO:0007091","BP","GO:0007091","metaphase/anaphase transition of mitotic cell cycle","6/112","47/17073",6.00716878616069e-07,2.81969147105502e-05,2.37189607496527e-05,"DLGAP5/CENPF/CDC20/USP44/CCNB1/MAD2L1",6,"5-Topic Analysis","Topic k4"
"GO:0010965","BP","GO:0010965","regulation of mitotic sister chromatid separation","6/112","47/17073",6.00716878616069e-07,2.81969147105502e-05,2.37189607496527e-05,"DLGAP5/CENPF/CDC20/USP44/CCNB1/MAD2L1",6,"5-Topic Analysis","Topic k4"
"GO:1902099","BP","GO:1902099","regulation of metaphase/anaphase transition of cell cycle","6/112","47/17073",6.00716878616069e-07,2.81969147105502e-05,2.37189607496527e-05,"DLGAP5/CENPF/CDC20/USP44/CCNB1/MAD2L1",6,"5-Topic Analysis","Topic k4"
"GO:0001824","BP","GO:0001824","blastocyst development","8/112","112/17073",7.19324049712745e-07,3.26078952223173e-05,2.74294331435328e-05,"POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/NASP",8,"5-Topic Analysis","Topic k4"
"GO:0050803","BP","GO:0050803","regulation of synapse structure or activity","11/112","249/17073",7.30427587691563e-07,3.26078952223173e-05,2.74294331435328e-05,"TUBB/TUBB/TUBB/TUBB/TUBB/TUBB/TUBB/TUBB/CDC20/APOE/CAMKV",11,"5-Topic Analysis","Topic k4"
"GO:0140056","BP","GO:0140056","organelle localization by membrane tethering","9/112","153/17073",7.37221978939348e-07,3.26078952223173e-05,2.74294331435328e-05,"TUBB/TUBB/TUBB/TUBB/TUBB/TUBB/TUBB/TUBB/CDK1",9,"5-Topic Analysis","Topic k4"
"GO:0051306","BP","GO:0051306","mitotic sister chromatid separation","6/112","49/17073",7.74043269402246e-07,3.35905569740598e-05,2.82560383150214e-05,"DLGAP5/CENPF/CDC20/USP44/CCNB1/MAD2L1",6,"5-Topic Analysis","Topic k4"
"GO:0010639","BP","GO:0010639","negative regulation of organelle organization","13/112","365/17073",7.93482800730727e-07,3.37964896607532e-05,2.84292668176038e-05,"NPM1/SET/CENPF/CDC20/STMN1/TOP2A/USP44/DNMT3B/CCNB1/TERF1/MAD2L1/SLC25A5/PRELID1",13,"5-Topic Analysis","Topic k4"
"GO:0042267","BP","GO:0042267","natural killer cell mediated cytotoxicity","8/112","114/17073",8.23576900040256e-07,3.4440488547138e-05,2.89709921966314e-05,"TUBB/TUBB/TUBB/TUBB/TUBB/TUBB/TUBB/TUBB",8,"5-Topic Analysis","Topic k4"
"GO:0044784","BP","GO:0044784","metaphase/anaphase transition of cell cycle","6/112","50/17073",8.74924772187566e-07,3.55236028699249e-05,2.98820970594609e-05,"DLGAP5/CENPF/CDC20/USP44/CCNB1/MAD2L1",6,"5-Topic Analysis","Topic k4"
"GO:0060968","BP","GO:0060968","regulation of gene silencing","8/112","115/17073",8.80367549385096e-07,3.55236028699249e-05,2.98820970594609e-05,"POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/LIN28A",8,"5-Topic Analysis","Topic k4"
"GO:0002228","BP","GO:0002228","natural killer cell mediated immunity","8/112","117/17073",1.00403627625426e-06,3.98152316445655e-05,3.34921719737809e-05,"TUBB/TUBB/TUBB/TUBB/TUBB/TUBB/TUBB/TUBB",8,"5-Topic Analysis","Topic k4"
"GO:0022406","BP","GO:0022406","membrane docking","9/112","162/17073",1.19022415845465e-06,4.5681217371329e-05,3.84265801045779e-05,"TUBB/TUBB/TUBB/TUBB/TUBB/TUBB/TUBB/TUBB/CDK1",9,"5-Topic Analysis","Topic k4"
"GO:0007492","BP","GO:0007492","endoderm development","7/112","83/17073",1.19168393142597e-06,4.5681217371329e-05,3.84265801045779e-05,"POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1",7,"5-Topic Analysis","Topic k4"
"GO:1905818","BP","GO:1905818","regulation of chromosome separation","6/112","53/17073",1.24399107434567e-06,4.69045814917221e-05,3.94556616850275e-05,"DLGAP5/CENPF/CDC20/USP44/CCNB1/MAD2L1",6,"5-Topic Analysis","Topic k4"
"GO:0007094","BP","GO:0007094","mitotic spindle assembly checkpoint","5/112","30/17073",1.38842336653038e-06,4.91288268156904e-05,4.13266744564023e-05,"CENPF/CDC20/USP44/CCNB1/MAD2L1",5,"5-Topic Analysis","Topic k4"
"GO:0031577","BP","GO:0031577","spindle checkpoint","5/112","30/17073",1.38842336653038e-06,4.91288268156904e-05,4.13266744564023e-05,"CENPF/CDC20/USP44/CCNB1/MAD2L1",5,"5-Topic Analysis","Topic k4"
"GO:0071173","BP","GO:0071173","spindle assembly checkpoint","5/112","30/17073",1.38842336653038e-06,4.91288268156904e-05,4.13266744564023e-05,"CENPF/CDC20/USP44/CCNB1/MAD2L1",5,"5-Topic Analysis","Topic k4"
"GO:0071174","BP","GO:0071174","mitotic spindle checkpoint","5/112","30/17073",1.38842336653038e-06,4.91288268156904e-05,4.13266744564023e-05,"CENPF/CDC20/USP44/CCNB1/MAD2L1",5,"5-Topic Analysis","Topic k4"
"GO:0000280","BP","GO:0000280","nuclear division","13/112","388/17073",1.56947085795274e-06,5.46936814135047e-05,4.60077741135111e-05,"UBE2C/UBE2S/DLGAP5/CKS2/CENPF/CDC20/TOP2A/USP44/KIF20B/CCNB1/TERF1/MAD2L1/RAN",13,"5-Topic Analysis","Topic k4"
"GO:0033047","BP","GO:0033047","regulation of mitotic sister chromatid segregation","6/112","56/17073",1.73149475058462e-06,5.94393720349943e-05,4.99998012816107e-05,"DLGAP5/CENPF/CDC20/USP44/CCNB1/MAD2L1",6,"5-Topic Analysis","Topic k4"
"GO:0045841","BP","GO:0045841","negative regulation of mitotic metaphase/anaphase transition","5/112","32/17073",1.9415956474191e-06,6.47198549139702e-05,5.44416903120719e-05,"CENPF/CDC20/USP44/CCNB1/MAD2L1",5,"5-Topic Analysis","Topic k4"
"GO:2000816","BP","GO:2000816","negative regulation of mitotic sister chromatid separation","5/112","32/17073",1.9415956474191e-06,6.47198549139702e-05,5.44416903120719e-05,"CENPF/CDC20/USP44/CCNB1/MAD2L1",5,"5-Topic Analysis","Topic k4"
"GO:0033044","BP","GO:0033044","regulation of chromosome organization","12/112","335/17073",2.04033181547498e-06,6.70394739370351e-05,5.63929304788423e-05,"SET/CENPV/DLGAP5/CENPF/CDC20/TOP2A/USP44/HNRNPA2B1/DNMT3B/CCNB1/TERF1/MAD2L1",12,"5-Topic Analysis","Topic k4"
"GO:0001704","BP","GO:0001704","formation of primary germ layer","8/112","129/17073",2.10289113977026e-06,6.81218256545297e-05,5.73033938457783e-05,"POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/SFRP2",8,"5-Topic Analysis","Topic k4"
"GO:0019827","BP","GO:0019827","stem cell population maintenance","9/112","174/17073",2.15509911966734e-06,6.88434441004845e-05,5.7910412016792e-05,"POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/SFRP1/LIN28A",9,"5-Topic Analysis","Topic k4"
"GO:1902100","BP","GO:1902100","negative regulation of metaphase/anaphase transition of cell cycle","5/112","33/17073",2.27638761917312e-06,7.07525881634889e-05,5.95163647800881e-05,"CENPF/CDC20/USP44/CCNB1/MAD2L1",5,"5-Topic Analysis","Topic k4"
"GO:1905819","BP","GO:1905819","negative regulation of chromosome separation","5/112","33/17073",2.27638761917312e-06,7.07525881634889e-05,5.95163647800881e-05,"CENPF/CDC20/USP44/CCNB1/MAD2L1",5,"5-Topic Analysis","Topic k4"
"GO:0098727","BP","GO:0098727","maintenance of cell number","9/112","176/17073",2.36846665349299e-06,7.26329773737851e-05,6.10981292508087e-05,"POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/SFRP1/LIN28A",9,"5-Topic Analysis","Topic k4"
"GO:0033048","BP","GO:0033048","negative regulation of mitotic sister chromatid segregation","5/112","35/17073",3.08132620030591e-06,9.32506613250474e-05,7.84415173983694e-05,"CENPF/CDC20/USP44/CCNB1/MAD2L1",5,"5-Topic Analysis","Topic k4"
"GO:0033046","BP","GO:0033046","negative regulation of sister chromatid segregation","5/112","37/17073",4.09444409068509e-06,0.00012230157673475,0.000102878854937515,"CENPF/CDC20/USP44/CCNB1/MAD2L1",5,"5-Topic Analysis","Topic k4"
"GO:0031145","BP","GO:0031145","anaphase-promoting complex-dependent catabolic process","7/112","100/17073",4.19287069262341e-06,0.000123635930679921,0.00010400130004105,"UBE2C/UBE2S/PTTG1/CDC20/CCNB1/MAD2L1/CDK1",7,"5-Topic Analysis","Topic k4"
"GO:0048285","BP","GO:0048285","organelle fission","13/112","425/17073",4.26750290810173e-06,0.000124243755552329,0.000104512596203744,"UBE2C/UBE2S/DLGAP5/CKS2/CENPF/CDC20/TOP2A/USP44/KIF20B/CCNB1/TERF1/MAD2L1/RAN",13,"5-Topic Analysis","Topic k4"
"GO:0051985","BP","GO:0051985","negative regulation of chromosome segregation","5/112","38/17073",4.69026436282738e-06,0.000134845100431287,0.000113430340774694,"CENPF/CDC20/USP44/CCNB1/MAD2L1",5,"5-Topic Analysis","Topic k4"
"GO:0051304","BP","GO:0051304","chromosome separation","6/112","69/17073",5.96581372651875e-06,0.000169399649024607,0.000142497279133742,"DLGAP5/CENPF/CDC20/USP44/CCNB1/MAD2L1",6,"5-Topic Analysis","Topic k4"
"GO:0033045","BP","GO:0033045","regulation of sister chromatid segregation","6/112","70/17073",6.49051332010211e-06,0.000182050983368718,0.000153139454202152,"DLGAP5/CENPF/CDC20/USP44/CCNB1/MAD2L1",6,"5-Topic Analysis","Topic k4"
"GO:0071897","BP","GO:0071897","DNA biosynthetic process","9/112","200/17073",6.73616813737506e-06,0.000186664900192321,0.000157020634578254,"CENPF/HSP90AB1/PCLAF/HNRNPA2B1/PHB/TERF1/PTGES3/RPA3/TYMS",9,"5-Topic Analysis","Topic k4"
"GO:0140014","BP","GO:0140014","mitotic nuclear division","10/112","256/17073",7.13541871036974e-06,0.000195374559926791,0.000164347112652376,"UBE2C/UBE2S/DLGAP5/CENPF/CDC20/USP44/KIF20B/CCNB1/MAD2L1/RAN",10,"5-Topic Analysis","Topic k4"
"GO:0007088","BP","GO:0007088","regulation of mitotic nuclear division","8/112","159/17073",9.93432940703052e-06,0.000268811266307885,0.000226121330651667,"UBE2C/DLGAP5/CENPF/CDC20/USP44/KIF20B/CCNB1/MAD2L1",8,"5-Topic Analysis","Topic k4"
"GO:0001909","BP","GO:0001909","leukocyte mediated cytotoxicity","8/112","161/17073",1.08854530051934e-05,0.000290987115150805,0.000244775431417473,"TUBB/TUBB/TUBB/TUBB/TUBB/TUBB/TUBB/TUBB",8,"5-Topic Analysis","Topic k4"
"GO:0045839","BP","GO:0045839","negative regulation of mitotic nuclear division","5/112","45/17073",1.10069039209218e-05,0.000290987115150805,0.000244775431417473,"CENPF/CDC20/USP44/CCNB1/MAD2L1",5,"5-Topic Analysis","Topic k4"
"GO:0030705","BP","GO:0030705","cytoskeleton-dependent intracellular transport","8/112","166/17073",1.36048943296062e-05,0.00035558246543289,0.000299112389686797,"TUBB/TUBB/TUBB/TUBB/TUBB/TUBB/TUBB/TUBB",8,"5-Topic Analysis","Topic k4"
"GO:0032069","BP","GO:0032069","regulation of nuclease activity","4/112","23/17073",1.41140039033182e-05,0.000364743921096987,0.000306818913947946,"NPM1/HMGB1/HMGB2/TERF1",4,"5-Topic Analysis","Topic k4"
"GO:0010498","BP","GO:0010498","proteasomal protein catabolic process","12/112","423/17073",2.16184239268034e-05,0.000552470833684975,0.000464732902660404,"UBE2C/UBE2S/PTTG1/SUMO2/HSP90AB1/CDC20/RPL11/USP44/APOE/CCNB1/MAD2L1/CDK1",12,"5-Topic Analysis","Topic k4"
"GO:0050808","BP","GO:0050808","synapse organization","12/112","424/17073",2.21269338154058e-05,0.00055925217335641,0.000470437297313081,"TUBB/TUBB/TUBB/TUBB/TUBB/TUBB/TUBB/TUBB/CDC20/IGSF21/APOE/CAMKV",12,"5-Topic Analysis","Topic k4"
"GO:0051784","BP","GO:0051784","negative regulation of nuclear division","5/112","52/17073",2.25749649200664e-05,0.000564374123001659,0.000474745829783547,"CENPF/CDC20/USP44/CCNB1/MAD2L1",5,"5-Topic Analysis","Topic k4"
"GO:0051783","BP","GO:0051783","regulation of nuclear division","8/112","183/17073",2.75098432823978e-05,0.000680350962898009,0.000572304379774161,"UBE2C/DLGAP5/CENPF/CDC20/USP44/KIF20B/CCNB1/MAD2L1",8,"5-Topic Analysis","Topic k4"
"GO:1902850","BP","GO:1902850","microtubule cytoskeleton organization involved in mitosis","7/112","134/17073",2.86377207752946e-05,0.000700710189182739,0.000589430355934954,"CDC20/STMN1/SPC25/SPC25/CCNB1/MAD2L1/RAN",7,"5-Topic Analysis","Topic k4"
"GO:0043161","BP","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process","11/112","372/17073",3.32882538861588e-05,0.000800054556215153,0.000672997837218971,"UBE2C/UBE2S/PTTG1/SUMO2/HSP90AB1/CDC20/RPL11/USP44/CCNB1/MAD2L1/CDK1",11,"5-Topic Analysis","Topic k4"
"GO:0051983","BP","GO:0051983","regulation of chromosome segregation","6/112","93/17073",3.33935814768064e-05,0.000800054556215153,0.000672997837218971,"DLGAP5/CENPF/CDC20/USP44/CCNB1/MAD2L1",6,"5-Topic Analysis","Topic k4"
"GO:0000070","BP","GO:0000070","mitotic sister chromatid segregation","7/112","138/17073",3.45993539094207e-05,0.000820397051460492,0.000690109739397887,"DLGAP5/CENPF/CDC20/USP44/CCNB1/MAD2L1/RAN",7,"5-Topic Analysis","Topic k4"
"GO:0045787","BP","GO:0045787","positive regulation of cell cycle","11/112","378/17073",3.85072479171553e-05,0.000903741532749562,0.000760218277891851,"NPM1/UBE2C/CENPV/DLGAP5/CKS1B/CKS2/HSP90AB1/KIF20B/CCNB1/MAD2L1/CDK1",11,"5-Topic Analysis","Topic k4"
