"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","Resolution","Topic"
"GO:0090169","BP","GO:0090169","regulation of spindle assembly","5/93","36/17073",1.41931035232656e-06,0.000101980077167167,8.10085908696328e-05,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"15-Topic Analysis","Topic k14"
"GO:1902235","BP","GO:1902235","regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway","5/93","36/17073",1.41931035232656e-06,0.000101980077167167,8.10085908696328e-05,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"15-Topic Analysis","Topic k14"
"GO:0031116","BP","GO:0031116","positive regulation of microtubule polymerization","5/93","38/17073",1.87356032344346e-06,0.000125334725085528,9.95605195470501e-05,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"15-Topic Analysis","Topic k14"
"GO:0045648","BP","GO:0045648","positive regulation of erythrocyte differentiation","5/93","38/17073",1.87356032344346e-06,0.000125334725085528,9.95605195470501e-05,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"15-Topic Analysis","Topic k14"
"GO:0070841","BP","GO:0070841","inclusion body assembly","5/93","39/17073",2.13987321265432e-06,0.000138378467751646,0.000109921908186874,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"15-Topic Analysis","Topic k14"
"GO:0031112","BP","GO:0031112","positive regulation of microtubule polymerization or depolymerization","5/93","42/17073",3.12114395132727e-06,0.000195323202115319,0.000155156358055794,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"15-Topic Analysis","Topic k14"
"GO:0070423","BP","GO:0070423","nucleotide-binding oligomerization domain containing signaling pathway","5/93","44/17073",3.95054836960395e-06,0.00023950199490724,0.00019025009253619,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"15-Topic Analysis","Topic k14"
"GO:0035872","BP","GO:0035872","nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway","5/93","45/17073",4.42532787993949e-06,0.000252504002561253,0.000200578328675895,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"15-Topic Analysis","Topic k14"
"GO:0060236","BP","GO:0060236","regulation of mitotic spindle organization","5/93","45/17073",4.42532787993949e-06,0.000252504002561253,0.000200578328675895,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"15-Topic Analysis","Topic k14"
"GO:1901099","BP","GO:1901099","negative regulation of signal transduction in absence of ligand","5/93","46/17073",4.94373432202452e-06,0.000266412349575766,0.000211626521855085,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"15-Topic Analysis","Topic k14"
"GO:2001240","BP","GO:2001240","negative regulation of extrinsic apoptotic signaling pathway in absence of ligand","5/93","46/17073",4.94373432202452e-06,0.000266412349575766,0.000211626521855085,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"15-Topic Analysis","Topic k14"
"GO:0031397","BP","GO:0031397","negative regulation of protein ubiquitination","6/93","84/17073",6.41060955959251e-06,0.00033612385258404,0.000267002344103654,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A/SOX4",6,"15-Topic Analysis","Topic k14"
"GO:0090224","BP","GO:0090224","regulation of spindle organization","5/93","50/17073",7.51141264643648e-06,0.000377320395068055,0.000299727107096925,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"15-Topic Analysis","Topic k14"
"GO:0030308","BP","GO:0030308","negative regulation of cell growth","8/93","185/17073",7.58530691116194e-06,0.000377320395068055,0.000299727107096925,"GAL/SPP1/HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A/EI24",8,"15-Topic Analysis","Topic k14"
"GO:1903573","BP","GO:1903573","negative regulation of response to endoplasmic reticulum stress","5/93","53/17073",1.00434709968832e-05,0.000487108343348835,0.000386937935248342,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"15-Topic Analysis","Topic k14"
"GO:1903321","BP","GO:1903321","negative regulation of protein modification by small protein conjugation or removal","6/93","92/17073",1.08600183959415e-05,0.000509062175324162,0.000404377115938455,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A/SOX4",6,"15-Topic Analysis","Topic k14"
"GO:1901028","BP","GO:1901028","regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway","5/93","54/17073",1.1020933692585e-05,0.000509062175324162,0.000404377115938455,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"15-Topic Analysis","Topic k14"
"GO:0045646","BP","GO:0045646","regulation of erythrocyte differentiation","5/93","56/17073",1.31978483429334e-05,0.000595437808960252,0.000472990207443195,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"15-Topic Analysis","Topic k14"
"GO:2001239","BP","GO:2001239","regulation of extrinsic apoptotic signaling pathway in absence of ligand","5/93","57/17073",1.44049572663014e-05,0.000635127661286926,0.000504518120523093,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"15-Topic Analysis","Topic k14"
"GO:0031113","BP","GO:0031113","regulation of microtubule polymerization","5/93","58/17073",1.56964549152646e-05,0.000661980924687245,0.00052584919899193,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"15-Topic Analysis","Topic k14"
"GO:0032370","BP","GO:0032370","positive regulation of lipid transport","5/93","58/17073",1.56964549152646e-05,0.000661980924687245,0.00052584919899193,"GAL/SPP1/TAC1/MIF/MIF",5,"15-Topic Analysis","Topic k14"
"GO:0032757","BP","GO:0032757","positive regulation of interleukin-8 production","5/93","61/17073",2.01188678135776e-05,0.000819849396582078,0.000651253128918157,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"15-Topic Analysis","Topic k14"
"GO:0010737","BP","GO:0010737","protein kinase A signaling","4/93","30/17073",2.02849335236803e-05,0.000819849396582078,0.000651253128918157,"GAL/TTN/MIF/MIF",4,"15-Topic Analysis","Topic k14"
"GO:0032368","BP","GO:0032368","regulation of lipid transport","6/93","103/17073",2.07564400812322e-05,0.000821785586889601,0.000652791155293747,"GAL/SPP1/APOC1/TAC1/MIF/MIF",6,"15-Topic Analysis","Topic k14"
"GO:0010823","BP","GO:0010823","negative regulation of mitochondrion organization","5/93","62/17073",2.1790061342526e-05,0.000845454380090008,0.000671592627483327,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"15-Topic Analysis","Topic k14"
"GO:0001961","BP","GO:0001961","positive regulation of cytokine-mediated signaling pathway","5/93","64/17073",2.54551458220002e-05,0.000949672747974623,0.000754379220311909,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"15-Topic Analysis","Topic k14"
"GO:0097345","BP","GO:0097345","mitochondrial outer membrane permeabilization","5/93","64/17073",2.54551458220002e-05,0.000949672747974623,0.000754379220311909,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"15-Topic Analysis","Topic k14"
"GO:0090307","BP","GO:0090307","mitotic spindle assembly","5/93","65/17073",2.74584635487155e-05,0.00100508338272657,0.000798395047374766,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"15-Topic Analysis","Topic k14"
"GO:1902110","BP","GO:1902110","positive regulation of mitochondrial membrane permeability involved in apoptotic process","5/93","66/17073",2.9582101447025e-05,0.00106276438531905,0.00084421435708469,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"15-Topic Analysis","Topic k14"
"GO:2001242","BP","GO:2001242","regulation of intrinsic apoptotic signaling pathway","7/93","165/17073",3.26998273624086e-05,0.0011534120924195,0.000916221000163947,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A/MIF/MIF",7,"15-Topic Analysis","Topic k14"
"GO:1902686","BP","GO:1902686","mitochondrial outer membrane permeabilization involved in programmed cell death","5/93","68/17073",3.4210414364425e-05,0.00118514649762472,0.000941429447923274,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"15-Topic Analysis","Topic k14"
"GO:0070059","BP","GO:0070059","intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress","5/93","69/17073",3.67254054079936e-05,0.00124995239458785,0.000992908467540216,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"15-Topic Analysis","Topic k14"
"GO:0035794","BP","GO:0035794","positive regulation of mitochondrial membrane permeability","5/93","70/17073",3.93813484494659e-05,0.001317238206758,0.00104635742522719,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"15-Topic Analysis","Topic k14"
"GO:0030522","BP","GO:0030522","intracellular receptor signaling pathway","9/93","303/17073",4.04408078889826e-05,0.0013297485983835,0.00105629514272026,"FABP5/NODAL/HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A/NR2F6/CYP26A1",9,"15-Topic Analysis","Topic k14"
"GO:0010803","BP","GO:0010803","regulation of tumor necrosis factor-mediated signaling pathway","5/93","71/17073",4.2183678660583e-05,0.00134157928854969,0.00106569293458315,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"15-Topic Analysis","Topic k14"
"GO:1902108","BP","GO:1902108","regulation of mitochondrial membrane permeability involved in apoptotic process","5/93","71/17073",4.2183678660583e-05,0.00134157928854969,0.00106569293458315,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"15-Topic Analysis","Topic k14"
"GO:0090101","BP","GO:0090101","negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","6/93","118/17073",4.48072451487711e-05,0.001389962015968,0.00110412609407333,"CER1/HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",6,"15-Topic Analysis","Topic k14"
"GO:0060760","BP","GO:0060760","positive regulation of response to cytokine stimulus","5/93","72/17073",4.51379417556617e-05,0.001389962015968,0.00110412609407333,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"15-Topic Analysis","Topic k14"
"GO:1905710","BP","GO:1905710","positive regulation of membrane permeability","5/93","73/17073",4.82497937612086e-05,0.00146257187338663,0.00116180424451331,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"15-Topic Analysis","Topic k14"
"GO:0016042","BP","GO:0016042","lipid catabolic process","9/93","312/17073",5.07431753230083e-05,0.00151448861733286,0.00120304467486452,"SPP1/FABP5/APOC1/PLAAT3/IDH1/CRABP1/ECH1/ECH1/CYP26A1",9,"15-Topic Analysis","Topic k14"
"GO:0007179","BP","GO:0007179","transforming growth factor beta receptor signaling pathway","7/93","180/17073",5.69007372517377e-05,0.00167151234344531,0.00132777757504283,"LEFTY2/NODAL/HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",7,"15-Topic Analysis","Topic k14"
"GO:0030512","BP","GO:0030512","negative regulation of transforming growth factor beta receptor signaling pathway","5/93","76/17073",5.85890924506604e-05,0.00167151234344531,0.00132777757504283,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"15-Topic Analysis","Topic k14"
"GO:0032436","BP","GO:0032436","positive regulation of proteasomal ubiquitin-dependent protein catabolic process","5/93","76/17073",5.85890924506604e-05,0.00167151234344531,0.00132777757504283,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"15-Topic Analysis","Topic k14"
"GO:0038034","BP","GO:0038034","signal transduction in absence of ligand","5/93","77/17073",6.23900567523262e-05,0.00172909585856447,0.00137351944489332,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"15-Topic Analysis","Topic k14"
"GO:0097192","BP","GO:0097192","extrinsic apoptotic signaling pathway in absence of ligand","5/93","77/17073",6.23900567523262e-05,0.00172909585856447,0.00137351944489332,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"15-Topic Analysis","Topic k14"
"GO:1903845","BP","GO:1903845","negative regulation of cellular response to transforming growth factor beta stimulus","5/93","78/17073",6.6378534492268e-05,0.00181372333683098,0.00144074387689667,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"15-Topic Analysis","Topic k14"
"GO:0042074","BP","GO:0042074","cell migration involved in gastrulation","3/93","15/17073",6.78963472576985e-05,0.00182942935666577,0.00145322006411214,"CER1/NODAL/FGF8",3,"15-Topic Analysis","Topic k14"
"GO:1905954","BP","GO:1905954","positive regulation of lipid localization","5/93","79/17073",7.05608369704506e-05,0.0018510440530207,0.00147038985003923,"GAL/SPP1/TAC1/MIF/MIF",5,"15-Topic Analysis","Topic k14"
"GO:0008637","BP","GO:0008637","apoptotic mitochondrial changes","6/93","128/17073",7.06068350121296e-05,0.0018510440530207,0.00147038985003923,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A/GGCT",6,"15-Topic Analysis","Topic k14"
"GO:0007178","BP","GO:0007178","transmembrane receptor protein serine/threonine kinase signaling pathway","9/93","327/17073",7.28306603059061e-05,0.0018838864132461,0.00149647840965399,"CER1/LEFTY2/NODAL/HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A/FGF8",9,"15-Topic Analysis","Topic k14"
"GO:0002753","BP","GO:0002753","cytoplasmic pattern recognition receptor signaling pathway","5/93","80/17073",7.49433833201399e-05,0.00188818394339054,0.00149989218292119,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"15-Topic Analysis","Topic k14"
"GO:0046785","BP","GO:0046785","microtubule polymerization","5/93","80/17073",7.49433833201399e-05,0.00188818394339054,0.00149989218292119,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"15-Topic Analysis","Topic k14"
"GO:0007006","BP","GO:0007006","mitochondrial membrane organization","6/93","130/17073",7.69610687897384e-05,0.00191415991605247,0.00152052637932763,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A/TOMM22",6,"15-Topic Analysis","Topic k14"
"GO:0046902","BP","GO:0046902","regulation of mitochondrial membrane permeability","5/93","81/17073",7.95327000382622e-05,0.00195308149461049,0.00155144400874105,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"15-Topic Analysis","Topic k14"
"GO:0031110","BP","GO:0031110","regulation of microtubule polymerization or depolymerization","5/93","82/17073",8.43354204888745e-05,0.00201988537961008,0.00160451014419379,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"15-Topic Analysis","Topic k14"
"GO:0032677","BP","GO:0032677","regulation of interleukin-8 production","5/93","82/17073",8.43354204888745e-05,0.00201988537961008,0.00160451014419379,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"15-Topic Analysis","Topic k14"
"GO:0044242","BP","GO:0044242","cellular lipid catabolic process","7/93","195/17073",9.41419665766135e-05,0.0022272611604711,0.00176924055286473,"FABP5/APOC1/IDH1/CRABP1/ECH1/ECH1/CYP26A1",7,"15-Topic Analysis","Topic k14"
"GO:0072175","BP","GO:0072175","epithelial tube formation","6/93","136/17073",9.88040554520929e-05,0.00230939599490434,0.00183448493572434,"IRX2/NODAL/FGF8/SOX4/SPINT1/COBL",6,"15-Topic Analysis","Topic k14"
"GO:1905952","BP","GO:1905952","regulation of lipid localization","6/93","139/17073",0.000111435110071652,0.00257362039927387,0.00204437344793106,"GAL/SPP1/APOC1/TAC1/MIF/MIF",6,"15-Topic Analysis","Topic k14"
"GO:0046883","BP","GO:0046883","regulation of hormone secretion","8/93","272/17073",0.000118395178724366,0.0027021958438267,0.00214650825575816,"GAL/SPP1/TAC1/VSNL1/MIDN/UCP2/SOX4/ADRA2C",8,"15-Topic Analysis","Topic k14"
"GO:0071294","BP","GO:0071294","cellular response to zinc ion","3/93","18/17073",0.000120331055681528,0.00271444474444378,0.0021562382560313,"MT1H/MT1G/MT1X",3,"15-Topic Analysis","Topic k14"
"GO:0090288","BP","GO:0090288","negative regulation of cellular response to growth factor stimulus","6/93","144/17073",0.00013531017771272,0.00301726143405376,0.00239678282119084,"CER1/HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",6,"15-Topic Analysis","Topic k14"
"GO:2000060","BP","GO:2000060","positive regulation of ubiquitin-dependent protein catabolic process","5/93","91/17073",0.000138309761074276,0.00304910155095562,0.00242207524177918,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"15-Topic Analysis","Topic k14"
"GO:0090559","BP","GO:0090559","regulation of membrane permeability","5/93","92/17073",0.000145634458929352,0.00317450393621285,0.00252168950765904,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"15-Topic Analysis","Topic k14"
"GO:0032637","BP","GO:0032637","interleukin-8 production","5/93","93/17073",0.000153252413702102,0.00330344091757865,0.00262411150479389,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"15-Topic Analysis","Topic k14"
"GO:0035148","BP","GO:0035148","tube formation","6/93","152/17073",0.000181780192879601,0.00387531400204864,0.00307838290775866,"IRX2/NODAL/FGF8/SOX4/SPINT1/COBL",6,"15-Topic Analysis","Topic k14"
"GO:1900034","BP","GO:1900034","regulation of cellular response to heat","5/93","97/17073",0.000186815632715092,0.00389701427384171,0.00309562067113633,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"15-Topic Analysis","Topic k14"
"GO:1905897","BP","GO:1905897","regulation of response to endoplasmic reticulum stress","5/93","97/17073",0.000186815632715092,0.00389701427384171,0.00309562067113633,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"15-Topic Analysis","Topic k14"
"GO:0090092","BP","GO:0090092","regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","7/93","219/17073",0.000193223348065694,0.00398548133525601,0.0031658951029923,"CER1/NODAL/HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",7,"15-Topic Analysis","Topic k14"
"GO:0016331","BP","GO:0016331","morphogenesis of embryonic epithelium","6/93","154/17073",0.000195165323118207,0.00398548133525601,0.0031658951029923,"IRX2/NODAL/FGF8/SOX4/SPINT1/COBL",6,"15-Topic Analysis","Topic k14"
"GO:0006979","BP","GO:0006979","response to oxidative stress","10/93","463/17073",0.000211091582359878,0.00426580906018921,0.00338857540104015,"IDH1/HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A/NUDT15/TXNRD2/UCP2/FGF8",10,"15-Topic Analysis","Topic k14"
"GO:0007088","BP","GO:0007088","regulation of mitotic nuclear division","6/93","159/17073",0.000232050574322703,0.00464101148645405,0.00368662008473615,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A/FGF8",6,"15-Topic Analysis","Topic k14"
