"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","Resolution","Topic"
"GO:0045047","BP","GO:0045047","protein targeting to ER","12/103","116/17073",4.93179577017988e-12,9.17843340902255e-10,7.69400868378448e-10,"RPS27A/RPL12/RPL11/RPS7/RPL8/RPSA/RPS3/RPS24/RPS3A/RPS23/RPL15/RPS13",12,"3-Topic Analysis","Topic k3"
"GO:0060969","BP","GO:0060969","negative regulation of gene silencing","8/103","29/17073",5.14438117273567e-12,9.17843340902255e-10,7.69400868378448e-10,"POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/HMGA1",8,"3-Topic Analysis","Topic k3"
"GO:0072599","BP","GO:0072599","establishment of protein localization to endoplasmic reticulum","12/103","120/17073",7.41144221017278e-12,1.22060752092153e-09,1.02319910674855e-09,"RPS27A/RPL12/RPL11/RPS7/RPL8/RPSA/RPS3/RPS24/RPS3A/RPS23/RPL15/RPS13",12,"3-Topic Analysis","Topic k3"
"GO:0060965","BP","GO:0060965","negative regulation of gene silencing by miRNA","7/103","20/17073",1.71916529535964e-11,2.62909492668928e-09,2.20389235232194e-09,"POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1",7,"3-Topic Analysis","Topic k3"
"GO:0035987","BP","GO:0035987","endodermal cell differentiation","9/103","52/17073",2.20005003516537e-11,3.14020475019271e-09,2.63234056839085e-09,"POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/SOX2/NODAL",9,"3-Topic Analysis","Topic k3"
"GO:0070972","BP","GO:0070972","protein localization to endoplasmic reticulum","12/103","136/17073",3.29396001008781e-11,4.40773023849875e-09,3.69486961657876e-09,"RPS27A/RPL12/RPL11/RPS7/RPL8/RPSA/RPS3/RPS24/RPS3A/RPS23/RPL15/RPS13",12,"3-Topic Analysis","Topic k3"
"GO:0060149","BP","GO:0060149","negative regulation of posttranscriptional gene silencing","7/103","22/17073",3.74503664879868e-11,4.41164732966781e-09,3.69815319800566e-09,"POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1",7,"3-Topic Analysis","Topic k3"
"GO:0060967","BP","GO:0060967","negative regulation of gene silencing by RNA","7/103","22/17073",3.74503664879868e-11,4.41164732966781e-09,3.69815319800566e-09,"POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1",7,"3-Topic Analysis","Topic k3"
"GO:0000184","BP","GO:0000184","nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","12/103","138/17073",3.91505367882711e-11,4.41164732966781e-09,3.69815319800566e-09,"RPS27A/RPL12/RPL11/RPS7/RPL8/RPSA/RPS3/RPS24/RPS3A/RPS23/RPL15/RPS13",12,"3-Topic Analysis","Topic k3"
"GO:0007492","BP","GO:0007492","endoderm development","10/103","83/17073",6.90305351118680e-11,7.32379577443667e-09,6.1393209250053e-09,"POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/SOX2/NODAL/APELA",10,"3-Topic Analysis","Topic k3"
"GO:0001706","BP","GO:0001706","endoderm formation","9/103","59/17073",7.25719422952368e-11,7.32379577443667e-09,6.1393209250053e-09,"POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/SOX2/NODAL",9,"3-Topic Analysis","Topic k3"
"GO:0042789","BP","GO:0042789","mRNA transcription by RNA polymerase II","7/103","24/17073",7.52561919839359e-11,7.32379577443667e-09,6.1393209250053e-09,"POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1",7,"3-Topic Analysis","Topic k3"
"GO:0060968","BP","GO:0060968","regulation of gene silencing","11/103","115/17073",9.44415298902533e-11,8.79127458674054e-09,7.3694649182097e-09,"POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/LIN28A/HMGA1/TRIM71/MYCN",11,"3-Topic Analysis","Topic k3"
"GO:0060964","BP","GO:0060964","regulation of gene silencing by miRNA","10/103","90/17073",1.5680151213127e-10,1.39880015613771e-08,1.17257271133253e-08,"POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/LIN28A/TRIM71/MYCN",10,"3-Topic Analysis","Topic k3"
"GO:0008356","BP","GO:0008356","asymmetric cell division","7/103","27/17073",1.90255708451079e-10,1.62934988717504e-08,1.36583571751196e-08,"POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1",7,"3-Topic Analysis","Topic k3"
"GO:0060147","BP","GO:0060147","regulation of posttranscriptional gene silencing","10/103","93/17073",2.18176564296833e-10,1.73005934873896e-08,1.45025747417583e-08,"POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/LIN28A/TRIM71/MYCN",10,"3-Topic Analysis","Topic k3"
"GO:0060966","BP","GO:0060966","regulation of gene silencing by RNA","10/103","93/17073",2.18176564296833e-10,1.73005934873896e-08,1.45025747417583e-08,"POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/LIN28A/TRIM71/MYCN",10,"3-Topic Analysis","Topic k3"
"GO:0035195","BP","GO:0035195","gene silencing by miRNA","11/103","128/17073",3.0280663007261e-10,2.3153892678052e-08,1.94092219651804e-08,"POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/LIN28A/TRIM71/MYCN/RAN",11,"3-Topic Analysis","Topic k3"
"GO:0001704","BP","GO:0001704","formation of primary germ layer","11/103","129/17073",3.29394755291251e-10,2.43184196923644e-08,2.03854104454295e-08,"POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/SOX2/SFRP2/NODAL/APELA",11,"3-Topic Analysis","Topic k3"
"GO:0006413","BP","GO:0006413","translational initiation","13/103","209/17073",3.87994780734611e-10,2.76898941850934e-08,2.32116175842987e-08,"RPS27A/RPL12/NPM1/RPL11/RPS7/RPL8/RPSA/RPS3/RPS24/RPS3A/RPS23/RPL15/RPS13",13,"3-Topic Analysis","Topic k3"
"GO:0035194","BP","GO:0035194","posttranscriptional gene silencing by RNA","11/103","133/17073",4.57991624608368e-10,3.16309699447263e-08,2.65153045825898e-08,"POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/LIN28A/TRIM71/MYCN/RAN",11,"3-Topic Analysis","Topic k3"
"GO:0016441","BP","GO:0016441","posttranscriptional gene silencing","11/103","134/17073",4.96478731402635e-10,3.32175301229076e-08,2.78452709553123e-08,"POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/LIN28A/TRIM71/MYCN/RAN",11,"3-Topic Analysis","Topic k3"
"GO:0009299","BP","GO:0009299","mRNA transcription","7/103","31/17073",5.52368685445216e-10,3.58370107738851e-08,3.00411039452662e-08,"POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1",7,"3-Topic Analysis","Topic k3"
"GO:0016458","BP","GO:0016458","gene silencing","13/103","218/17073",6.52412767733192e-10,4.10828157563754e-08,3.44385067797242e-08,"POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/LIN28A/HMGA1/TRIM71/MYCN/HMGB1/RAN",13,"3-Topic Analysis","Topic k3"
"GO:0006612","BP","GO:0006612","protein targeting to membrane","12/103","177/17073",7.14741043181106e-10,4.37217306700213e-08,3.66506309360537e-08,"RPS27A/RPL12/RPL11/RPS7/RPL8/RPSA/RPS3/RPS24/RPS3A/RPS23/RPL15/RPS13",12,"3-Topic Analysis","Topic k3"
"GO:0007369","BP","GO:0007369","gastrulation","12/103","186/17073",1.26311006028963e-09,7.51199621966692e-08,6.29708378009887e-08,"POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/SOX2/SFRP1/SFRP2/NODAL/APELA",12,"3-Topic Analysis","Topic k3"
"GO:0040029","BP","GO:0040029","regulation of gene expression, epigenetic","14/103","292/17073",2.36361983936194e-09,1.36770542596592e-07,1.14650692065778e-07,"POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/DNMT3B/LIN28A/HMGA1/TRIM71/MYCN/HMGB1/RAN",14,"3-Topic Analysis","Topic k3"
"GO:0031047","BP","GO:0031047","gene silencing by RNA","11/103","160/17073",3.29170856482175e-09,1.85461790454825e-07,1.55467121967343e-07,"POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/LIN28A/TRIM71/MYCN/RAN",11,"3-Topic Analysis","Topic k3"
"GO:1904666","BP","GO:1904666","regulation of ubiquitin protein ligase activity","6/103","23/17073",3.86541597117203e-09,2.12201425494341e-07,1.77882165474988e-07,"UBE2C/RPL11/RPS7/USP44/CDC20/MAD2L1",6,"3-Topic Analysis","Topic k3"
"GO:0006401","BP","GO:0006401","RNA catabolic process","16/103","431/17073",6.20337251471078e-09,3.32035513849895e-07,2.78335529936365e-07,"LIN28A/TRIM71/SET/RPS27A/RPL12/NPM1/RPL11/RPS7/RPL8/RPSA/RPS3/RPS24/RPS3A/RPS23/RPL15/RPS13",16,"3-Topic Analysis","Topic k3"
"GO:0019083","BP","GO:0019083","viral transcription","12/103","218/17073",7.64534313959914e-09,3.99236089314189e-07,3.34667780565251e-07,"RPS27A/RPL12/RPL11/RPS7/RPL8/RPSA/RPS3/RPS24/RPS3A/RPS23/RPL15/RPS13",12,"3-Topic Analysis","Topic k3"
"GO:0000956","BP","GO:0000956","nuclear-transcribed mRNA catabolic process","12/103","233/17073",1.60933527199781e-08,8.01299259848211e-07,6.71705419524177e-07,"RPS27A/RPL12/RPL11/RPS7/RPL8/RPSA/RPS3/RPS24/RPS3A/RPS23/RPL15/RPS13",12,"3-Topic Analysis","Topic k3"
"GO:0019080","BP","GO:0019080","viral gene expression","12/103","233/17073",1.60933527199781e-08,8.01299259848211e-07,6.71705419524177e-07,"RPS27A/RPL12/RPL11/RPS7/RPL8/RPSA/RPS3/RPS24/RPS3A/RPS23/RPL15/RPS13",12,"3-Topic Analysis","Topic k3"
"GO:0006402","BP","GO:0006402","mRNA catabolic process","15/103","403/17073",1.86885559745245e-08,9.09368144124023e-07,7.62296362118763e-07,"TRIM71/SET/RPS27A/RPL12/NPM1/RPL11/RPS7/RPL8/RPSA/RPS3/RPS24/RPS3A/RPS23/RPL15/RPS13",15,"3-Topic Analysis","Topic k3"
"GO:0001824","BP","GO:0001824","blastocyst development","9/103","112/17073",2.43840795666975e-08,1.16014031893998e-06,9.72511243537291e-07,"POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/NASP/NODAL",9,"3-Topic Analysis","Topic k3"
"GO:0045165","BP","GO:0045165","cell fate commitment","12/103","250/17073",3.51293125519642e-08,1.63504039508164e-06,1.37060590162698e-06,"POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/SOX2/SFRP1/ESRP1/SFRP2/NODAL",12,"3-Topic Analysis","Topic k3"
"GO:0090150","BP","GO:0090150","establishment of protein localization to membrane","13/103","306/17073",3.8567705067345e-08,1.75688205423799e-06,1.47274215318753e-06,"CD24/RPS27A/RPL12/RPL11/RPS7/RPL8/RPSA/RPS3/RPS24/RPS3A/RPS23/RPL15/RPS13",13,"3-Topic Analysis","Topic k3"
"GO:0007059","BP","GO:0007059","chromosome segregation","12/103","292/17073",1.91169754875858e-07,8.52696760810857e-06,7.14790421191529e-06,"BIRC5/MKI67/DLGAP5/SPC25/SPC25/RAN/USP44/RPS3/CDC20/TOP2A/CENPF/MAD2L1",12,"3-Topic Analysis","Topic k3"
"GO:0051438","BP","GO:0051438","regulation of ubiquitin-protein transferase activity","6/103","46/17073",3.2061728461308e-07,1.40090123746246e-05,1.17433398553233e-05,"UBE2C/RPL11/RPS7/USP44/CDC20/MAD2L1",6,"3-Topic Analysis","Topic k3"
"GO:0051302","BP","GO:0051302","regulation of cell division","9/103","169/17073",8.34174941161851e-07,3.57193709805505e-05,2.99424899932833e-05,"POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/SFRP2/CENPV",9,"3-Topic Analysis","Topic k3"
"GO:2001251","BP","GO:2001251","negative regulation of chromosome organization","8/103","127/17073",9.88373994648402e-07,4.14923278929849e-05,3.47817886661615e-05,"DNMT3B/HMGA1/SET/USP44/CDC20/TOP2A/CENPF/MAD2L1",8,"3-Topic Analysis","Topic k3"
"GO:0051444","BP","GO:0051444","negative regulation of ubiquitin-protein transferase activity","4/103","16/17073",2.15042961533813e-06,8.85398039699795e-05,7.42202934038767e-05,"RPL11/RPS7/USP44/MAD2L1",4,"3-Topic Analysis","Topic k3"
"GO:0071824","BP","GO:0071824","protein-DNA complex subunit organization","9/103","199/17073",3.23303025469434e-06,0.000130602222175483,0.000109479971881904,"HMGA1/SET/RPS27A/NPM1/NASP/HMGB1/CENPF/PTMA/CENPV",9,"3-Topic Analysis","Topic k3"
"GO:0006605","BP","GO:0006605","protein targeting","12/103","391/17073",4.11818728561547e-06,0.000163278499601902,0.00013687152674414,"RPS27A/RPL12/RPL11/RPS7/RPL8/RPSA/RPS3/RPS24/RPS3A/RPS23/RPL15/RPS13",12,"3-Topic Analysis","Topic k3"
"GO:0033044","BP","GO:0033044","regulation of chromosome organization","11/103","335/17073",5.62623255599104e-06,0.000219013889134124,0.000183592851827076,"DNMT3B/HMGA1/MKI67/DLGAP5/SET/USP44/CDC20/TOP2A/CENPF/CENPV/MAD2L1",11,"3-Topic Analysis","Topic k3"
"GO:0051348","BP","GO:0051348","negative regulation of transferase activity","10/103","276/17073",6.51260048242413e-06,0.000245230992692266,0.000205569872681391,"NPM1/RPL11/RPS7/USP44/SFRP1/EPHA1/EPHA1/SFRP2/MAD2L1/APOE",10,"3-Topic Analysis","Topic k3"
"GO:0030071","BP","GO:0030071","regulation of mitotic metaphase/anaphase transition","5/103","44/17073",6.52880270128874e-06,0.000245230992692266,0.000205569872681391,"DLGAP5/USP44/CDC20/CENPF/MAD2L1",5,"3-Topic Analysis","Topic k3"
"GO:0072594","BP","GO:0072594","establishment of protein localization to organelle","13/103","484/17073",6.80953456663165e-06,0.00025136575012342,0.000210712458005571,"RPS27A/RPL12/RPL11/RPS7/RPL8/RAN/RPSA/RPS3/RPS24/RPS3A/RPS23/RPL15/RPS13",13,"3-Topic Analysis","Topic k3"
"GO:0007091","BP","GO:0007091","metaphase/anaphase transition of mitotic cell cycle","5/103","47/17073",9.09038523509388e-06,0.000319057619480918,0.000267456545743487,"DLGAP5/USP44/CDC20/CENPF/MAD2L1",5,"3-Topic Analysis","Topic k3"
"GO:0010965","BP","GO:0010965","regulation of mitotic sister chromatid separation","5/103","47/17073",9.09038523509388e-06,0.000319057619480918,0.000267456545743487,"DLGAP5/USP44/CDC20/CENPF/MAD2L1",5,"3-Topic Analysis","Topic k3"
"GO:1902099","BP","GO:1902099","regulation of metaphase/anaphase transition of cell cycle","5/103","47/17073",9.09038523509388e-06,0.000319057619480918,0.000267456545743487,"DLGAP5/USP44/CDC20/CENPF/MAD2L1",5,"3-Topic Analysis","Topic k3"
"GO:0051306","BP","GO:0051306","mitotic sister chromatid separation","5/103","49/17073",1.11930533508711e-05,0.000386521406842177,0.000324009439104163,"DLGAP5/USP44/CDC20/CENPF/MAD2L1",5,"3-Topic Analysis","Topic k3"
"GO:0044784","BP","GO:0044784","metaphase/anaphase transition of cell cycle","5/103","50/17073",1.2377456531852e-05,0.000420637054518969,0.000352607575385257,"DLGAP5/USP44/CDC20/CENPF/MAD2L1",5,"3-Topic Analysis","Topic k3"
"GO:1905818","BP","GO:1905818","regulation of chromosome separation","5/103","53/17073",1.65257467944202e-05,0.000552837873232088,0.000463427603363264,"DLGAP5/USP44/CDC20/CENPF/MAD2L1",5,"3-Topic Analysis","Topic k3"
"GO:0051983","BP","GO:0051983","regulation of chromosome segregation","6/103","93/17073",2.07564400812322e-05,0.000683685203291049,0.000573113041919043,"MKI67/DLGAP5/USP44/CDC20/CENPF/MAD2L1",6,"3-Topic Analysis","Topic k3"
"GO:0033047","BP","GO:0033047","regulation of mitotic sister chromatid segregation","5/103","56/17073",2.16844453597411e-05,0.000703430265381906,0.000589664742238575,"DLGAP5/USP44/CDC20/CENPF/MAD2L1",5,"3-Topic Analysis","Topic k3"
"GO:0000280","BP","GO:0000280","nuclear division","11/103","388/17073",2.22432915203361e-05,0.000710789360373725,0.000595833653451265,"MKI67/MYBL2/DLGAP5/UBE2C/CKS2/RAN/USP44/CDC20/TOP2A/CENPF/MAD2L1",11,"3-Topic Analysis","Topic k3"
"GO:0140014","BP","GO:0140014","mitotic nuclear division","9/103","256/17073",2.44948947239814e-05,0.000769977268297469,0.000645449122371339,"MKI67/MYBL2/DLGAP5/UBE2C/RAN/USP44/CDC20/CENPF/MAD2L1",9,"3-Topic Analysis","Topic k3"
"GO:0032070","BP","GO:0032070","regulation of deoxyribonuclease activity","3/103","10/17073",2.48147741767984e-05,0.000769977268297469,0.000645449122371339,"NPM1/HMGB1/RPS3",3,"3-Topic Analysis","Topic k3"
"GO:0007094","BP","GO:0007094","mitotic spindle assembly checkpoint","4/103","30/17073",3.03447602453541e-05,0.000889974406647988,0.000746039166810797,"USP44/CDC20/CENPF/MAD2L1",4,"3-Topic Analysis","Topic k3"
"GO:0031577","BP","GO:0031577","spindle checkpoint","4/103","30/17073",3.03447602453541e-05,0.000889974406647988,0.000746039166810797,"USP44/CDC20/CENPF/MAD2L1",4,"3-Topic Analysis","Topic k3"
"GO:0071173","BP","GO:0071173","spindle assembly checkpoint","4/103","30/17073",3.03447602453541e-05,0.000889974406647988,0.000746039166810797,"USP44/CDC20/CENPF/MAD2L1",4,"3-Topic Analysis","Topic k3"
"GO:0071174","BP","GO:0071174","mitotic spindle checkpoint","4/103","30/17073",3.03447602453541e-05,0.000889974406647988,0.000746039166810797,"USP44/CDC20/CENPF/MAD2L1",4,"3-Topic Analysis","Topic k3"
"GO:0061450","BP","GO:0061450","trophoblast cell migration","3/103","11/17073",3.39706617196097e-05,0.000969749156555791,0.000812911975185046,"NODAL/APELA/C1QBP",3,"3-Topic Analysis","Topic k3"
"GO:1901163","BP","GO:1901163","regulation of trophoblast cell migration","3/103","11/17073",3.39706617196097e-05,0.000969749156555791,0.000812911975185046,"NODAL/APELA/C1QBP",3,"3-Topic Analysis","Topic k3"
"GO:0031396","BP","GO:0031396","regulation of protein ubiquitination","8/103","209/17073",3.87453085411063e-05,0.0010828591332688,0.000907728716154926,"UBE2C/RPL11/RPS7/USP44/RPS3/CDC20/HSP90AB1/MAD2L1",8,"3-Topic Analysis","Topic k3"
"GO:0045841","BP","GO:0045841","negative regulation of mitotic metaphase/anaphase transition","4/103","32/17073",3.94502626786393e-05,0.0010828591332688,0.000907728716154926,"USP44/CDC20/CENPF/MAD2L1",4,"3-Topic Analysis","Topic k3"
"GO:2000816","BP","GO:2000816","negative regulation of mitotic sister chromatid separation","4/103","32/17073",3.94502626786393e-05,0.0010828591332688,0.000907728716154926,"USP44/CDC20/CENPF/MAD2L1",4,"3-Topic Analysis","Topic k3"
"GO:1902100","BP","GO:1902100","negative regulation of metaphase/anaphase transition of cell cycle","4/103","33/17073",4.46842485209157e-05,0.00119586220104101,0.00100245583852844,"USP44/CDC20/CENPF/MAD2L1",4,"3-Topic Analysis","Topic k3"
"GO:1905819","BP","GO:1905819","negative regulation of chromosome separation","4/103","33/17073",4.46842485209157e-05,0.00119586220104101,0.00100245583852844,"USP44/CDC20/CENPF/MAD2L1",4,"3-Topic Analysis","Topic k3"
"GO:0007088","BP","GO:0007088","regulation of mitotic nuclear division","7/103","159/17073",4.98869536245965e-05,0.00131861688531186,0.00110535745198099,"MKI67/DLGAP5/UBE2C/USP44/CDC20/CENPF/MAD2L1",7,"3-Topic Analysis","Topic k3"
"GO:0048285","BP","GO:0048285","organelle fission","11/103","425/17073",5.10209242344876e-05,0.00133214388763461,0.00111669673709629,"MKI67/MYBL2/DLGAP5/UBE2C/CKS2/RAN/USP44/CDC20/TOP2A/CENPF/MAD2L1",11,"3-Topic Analysis","Topic k3"
"GO:0033048","BP","GO:0033048","negative regulation of mitotic sister chromatid segregation","4/103","35/17073",5.66495717198697e-05,0.00146128594038845,0.00122495269223054,"USP44/CDC20/CENPF/MAD2L1",4,"3-Topic Analysis","Topic k3"
"GO:0051304","BP","GO:0051304","chromosome separation","5/103","69/17073",5.99622570720295e-05,0.00152832371894304,0.00128114847503522,"DLGAP5/USP44/CDC20/CENPF/MAD2L1",5,"3-Topic Analysis","Topic k3"
"GO:0033045","BP","GO:0033045","regulation of sister chromatid segregation","5/103","70/17073",6.42675903423452e-05,0.00161878718732895,0.00135698131930277,"DLGAP5/USP44/CDC20/CENPF/MAD2L1",5,"3-Topic Analysis","Topic k3"
"GO:0033046","BP","GO:0033046","negative regulation of sister chromatid segregation","4/103","37/17073",7.07972410108777e-05,0.00175372093678115,0.001470092282117,"USP44/CDC20/CENPF/MAD2L1",4,"3-Topic Analysis","Topic k3"
"GO:0010639","BP","GO:0010639","negative regulation of organelle organization","10/103","365/17073",7.12628311536479e-05,0.00175372093678115,0.001470092282117,"DNMT3B/HMGA1/SET/NPM1/USP44/ADD2/CDC20/TOP2A/CENPF/MAD2L1",10,"3-Topic Analysis","Topic k3"
"GO:0065004","BP","GO:0065004","protein-DNA complex assembly","7/103","169/17073",7.33810065251462e-05,0.00178532653375384,0.00149658631728917,"SET/RPS27A/NPM1/NASP/HMGB1/CENPF/CENPV",7,"3-Topic Analysis","Topic k3"
"GO:0051985","BP","GO:0051985","negative regulation of chromosome segregation","4/103","38/17073",7.87609917121782e-05,0.00189468857590757,0.00158826127580442,"USP44/CDC20/CENPF/MAD2L1",4,"3-Topic Analysis","Topic k3"
"GO:0071103","BP","GO:0071103","DNA conformation change","8/103","235/17073",8.83817649253558e-05,0.00210250398561319,0.00176246677424247,"HMGA1/SET/RPS27A/NPM1/NASP/HMGB1/TOP2A/CENPV",8,"3-Topic Analysis","Topic k3"
"GO:1903320","BP","GO:1903320","regulation of protein modification by small protein conjugation or removal","8/103","236/17073",9.1031938748801e-05,0.00214175143803498,0.00179536675033783,"UBE2C/RPL11/RPS7/USP44/RPS3/CDC20/HSP90AB1/MAD2L1",8,"3-Topic Analysis","Topic k3"
"GO:0045785","BP","GO:0045785","positive regulation of cell adhesion","11/103","456/17073",9.56972029480941e-05,0.00222704034252032,0.00186686191105836,"CD24/SOX2/HSPD1/HMGB1/SFRP1/RPS3/EPHA1/EPHA1/SFRP2/NODAL/C1QBP",11,"3-Topic Analysis","Topic k3"
"GO:0022613","BP","GO:0022613","ribonucleoprotein complex biogenesis","10/103","383/17073",0.000106067861138812,0.00244184183546448,0.00204692363601217,"NPM1/RPL11/RPS7/RAN/HSP90AB1/RPS24/RPS23/PSIP1/C1QBP/SNRPD1",10,"3-Topic Analysis","Topic k3"
"GO:0051783","BP","GO:0051783","regulation of nuclear division","7/103","183/17073",0.000120764354377478,0.0027506008800232,0.00230574719164166,"MKI67/DLGAP5/UBE2C/USP44/CDC20/CENPF/MAD2L1",7,"3-Topic Analysis","Topic k3"
"GO:0052548","BP","GO:0052548","regulation of endopeptidase activity","10/103","394/17073",0.00013373246310501,0.00301390740534555,0.00252646924757942,"BIRC5/SOX2/WFDC2/HSPD1/HMGB1/RPS3/PTTG1/HSPE1/SFRP2/NODAL",10,"3-Topic Analysis","Topic k3"
"GO:0022618","BP","GO:0022618","ribonucleoprotein complex assembly","7/103","189/17073",0.000147521537637625,0.00329003762585579,0.00275794102710692,"NPM1/RPL11/HSP90AB1/RPS23/PSIP1/C1QBP/SNRPD1",7,"3-Topic Analysis","Topic k3"
"GO:0031397","BP","GO:0031397","negative regulation of protein ubiquitination","5/103","84/17073",0.000153354377951071,0.00336254962530143,0.0028187256870321,"RPL11/RPS7/USP44/RPS3/MAD2L1",5,"3-Topic Analysis","Topic k3"
"GO:0045839","BP","GO:0045839","negative regulation of mitotic nuclear division","4/103","45/17073",0.000153913994992779,0.00336254962530143,0.0028187256870321,"USP44/CDC20/CENPF/MAD2L1",4,"3-Topic Analysis","Topic k3"
"GO:1902850","BP","GO:1902850","microtubule cytoskeleton organization involved in mitosis","6/103","134/17073",0.000160191093865289,0.00346433466631903,0.00290404907007249,"MYBL2/SPC25/SPC25/RAN/CDC20/MAD2L1",6,"3-Topic Analysis","Topic k3"
