"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","Resolution","Topic"
"GO:0035194","BP","GO:0035194","posttranscriptional gene silencing by RNA","9/104","133/17073",1.18323055837864e-07,7.22178651148342e-06,6.58400161885464e-06,"POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/LIN28A/TRIM71",9,"7-Topic Analysis","Topic k6"
"GO:0016441","BP","GO:0016441","posttranscriptional gene silencing","9/104","134/17073",1.26206818713473e-07,7.44620230409491e-06,6.78859835395629e-06,"POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/LIN28A/TRIM71",9,"7-Topic Analysis","Topic k6"
"GO:0070972","BP","GO:0070972","protein localization to endoplasmic reticulum","9/104","136/17073",1.43356889807279e-07,8.18521596641559e-06,7.46234675974731e-06,"RPL3/RPS3A/RPS7/RPS27A/RPS24/SRP9/RPL18A/RPS15A/SRP14",9,"7-Topic Analysis","Topic k6"
"GO:0007369","BP","GO:0007369","gastrulation","10/104","186/17073",1.98993097368421e-07,1.10068056981908e-05,1.00347506008483e-05,"POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/SFRP2/OTX2/SOX2",10,"7-Topic Analysis","Topic k6"
"GO:0040029","BP","GO:0040029","regulation of gene expression, epigenetic","12/104","292/17073",2.1284501160954e-07,1.14162324408753e-05,1.0408019227988e-05,"POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/LIN28A/DNMT3B/HMGA1/HMGB1/TRIM71",12,"7-Topic Analysis","Topic k6"
"GO:0001824","BP","GO:0001824","blastocyst development","8/104","112/17073",4.06933298062618e-07,2.11844687520833e-05,1.93135834653249e-05,"POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/NASP",8,"7-Topic Analysis","Topic k6"
"GO:0031047","BP","GO:0031047","gene silencing by RNA","9/104","160/17073",5.71792138589388e-07,2.89163452943776e-05,2.63626270212792e-05,"POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/LIN28A/TRIM71",9,"7-Topic Analysis","Topic k6"
"GO:0019827","BP","GO:0019827","stem cell population maintenance","9/104","174/17073",1.15533472995531e-06,5.68039575561361e-05,5.17873725444881e-05,"POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/LIN28A/SOX2",9,"7-Topic Analysis","Topic k6"
"GO:0098727","BP","GO:0098727","maintenance of cell number","9/104","176/17073",1.27078539742006e-06,6.07916257684731e-05,5.54228738049773e-05,"POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/LIN28A/SOX2",9,"7-Topic Analysis","Topic k6"
"GO:0006612","BP","GO:0006612","protein targeting to membrane","9/104","177/17073",1.33215676858466e-06,6.20504600103908e-05,5.65705353529165e-05,"RPL3/RPS3A/RPS7/RPS27A/RPS24/SRP9/RPL18A/RPS15A/SRP14",9,"7-Topic Analysis","Topic k6"
"GO:0006401","BP","GO:0006401","RNA catabolic process","13/104","431/17073",2.14750307872176e-06,9.74636012650645e-05,8.88562002612809e-05,"RPL3/RPS3A/LIN28A/NPM1/RPS7/SET/RPS27A/RPS24/RPL18A/TRIM71/YBX1/RPS15A/APEX1",13,"7-Topic Analysis","Topic k6"
"GO:0071824","BP","GO:0071824","protein-DNA complex subunit organization","9/104","199/17073",3.50404225718086e-06,0.000155053869880253,0.000141360441585744,"PTMA/NASP/HMGA1/NPM1/SET/TERF1/RPS27A/HMGB1/CENPV",9,"7-Topic Analysis","Topic k6"
"GO:0006402","BP","GO:0006402","mRNA catabolic process","12/104","403/17073",6.20279110791492e-06,0.000267779030756327,0.000244130392000862,"RPL3/RPS3A/NPM1/RPS7/SET/RPS27A/RPS24/RPL18A/TRIM71/YBX1/RPS15A/APEX1",12,"7-Topic Analysis","Topic k6"
"GO:0071103","BP","GO:0071103","DNA conformation change","9/104","235/17073",1.34393156079494e-05,0.000566371157763583,0.000516352652305425,"NASP/HMGA1/NPM1/SET/RPS27A/HMGB1/CENPV/HMGB3/XRCC5",9,"7-Topic Analysis","Topic k6"
"GO:0090150","BP","GO:0090150","establishment of protein localization to membrane","10/104","306/17073",1.74261247761266e-05,0.000717307926831257,0.000653959590741788,"CD24/RPL3/RPS3A/RPS7/RPS27A/RPS24/SRP9/RPL18A/RPS15A/SRP14",10,"7-Topic Analysis","Topic k6"
"GO:0000184","BP","GO:0000184","nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","7/104","138/17073",2.14049047488207e-05,0.000861060941032105,0.000785017200477084,"RPL3/RPS3A/RPS7/RPS27A/RPS24/RPL18A/RPS15A",7,"7-Topic Analysis","Topic k6"
"GO:0045165","BP","GO:0045165","cell fate commitment","9/104","250/17073",2.19593300021288e-05,0.000863733646750399,0.000787453868848268,"POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/SFRP2/SOX2",9,"7-Topic Analysis","Topic k6"
"GO:0019043","BP","GO:0019043","establishment of viral latency","3/104","10/17073",2.55439673792139e-05,0.000982887440461055,0.000896084713783406,"HMGA1/PSIP1/XRCC5",3,"7-Topic Analysis","Topic k6"
"GO:0006413","BP","GO:0006413","translational initiation","8/104","209/17073",4.15384825294972e-05,0.00156432157611085,0.00142617007206538,"RPL3/RPS3A/NPM1/RPS7/RPS27A/RPS24/RPL18A/RPS15A",8,"7-Topic Analysis","Topic k6"
"GO:0019042","BP","GO:0019042","viral latency","3/104","12/17073",4.64166777576866e-05,0.00171161499231469,0.00156045541672223,"HMGA1/PSIP1/XRCC5",3,"7-Topic Analysis","Topic k6"
"GO:0065004","BP","GO:0065004","protein-DNA complex assembly","7/104","169/17073",7.80288348271901e-05,0.00281859260498217,0.00256967140257964,"NASP/NPM1/SET/TERF1/RPS27A/HMGB1/CENPV",7,"7-Topic Analysis","Topic k6"
"GO:2001251","BP","GO:2001251","negative regulation of chromosome organization","6/104","127/17073",0.000125891127735087,0.00445654592182208,0.00406297050142923,"DNMT3B/HMGA1/SET/USP44/TERF1/XRCC5",6,"7-Topic Analysis","Topic k6"
"GO:0032392","BP","GO:0032392","DNA geometric change","5/104","95/17073",0.000285682396870965,0.00991485965610995,0.00903923868737232,"HMGA1/RPS27A/HMGB1/HMGB3/XRCC5",5,"7-Topic Analysis","Topic k6"
"GO:0022626","CC","GO:0022626","cytosolic ribosome","7/103","112/17712",4.02282121542209e-06,0.000836746812807796,0.000673293235002224,"RPL3/RPS3A/RPS7/RPS27A/RPS24/RPL18A/RPS15A",7,"7-Topic Analysis","Topic k6"
"GO:0005689","CC","GO:0005689","U12-type spliceosomal complex","4/103","23/17712",8.77167941090953e-06,0.000842597032219697,0.000678000648395404,"SNRPD1/SNRPB/YBX1/PHF5A",4,"7-Topic Analysis","Topic k6"
"GO:0005840","CC","GO:0005840","ribosome","9/103","243/17712",1.2152841810861e-05,0.000842597032219697,0.000678000648395404,"RPL3/RPS3A/RPS7/RPS27A/RPS24/MRPL11/RPL18A/RPS15A/APEX1",9,"7-Topic Analysis","Topic k6"
"GO:0022627","CC","GO:0022627","cytosolic small ribosomal subunit","5/103","55/17712",1.66554555463594e-05,0.000844992501838196,0.000679928177086403,"RPS3A/RPS7/RPS27A/RPS24/RPS15A",5,"7-Topic Analysis","Topic k6"
"GO:0044391","CC","GO:0044391","ribosomal subunit","8/103","198/17712",2.03123197557259e-05,0.000844992501838196,0.000679928177086403,"RPL3/RPS3A/RPS7/RPS27A/RPS24/MRPL11/RPL18A/RPS15A",8,"7-Topic Analysis","Topic k6"
"GO:0015935","CC","GO:0015935","small ribosomal subunit","5/103","91/17712",0.000188706929345459,0.00654184021730924,0.00526393013437333,"RPS3A/RPS7/RPS27A/RPS24/RPS15A",5,"7-Topic Analysis","Topic k6"
"GO:0035198","MF","GO:0035198","miRNA binding","10/101","36/17050",7.54121777795834e-15,1.84005713782184e-12,1.64319166319724e-12,"POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/LIN28A/TRIM71/SOX2",10,"7-Topic Analysis","Topic k6"
"GO:0061980","MF","GO:0061980","regulatory RNA binding","10/101","42/17050",4.23980355519813e-14,5.17256033734172e-12,4.6191543996106e-12,"POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/LIN28A/TRIM71/SOX2",10,"7-Topic Analysis","Topic k6"
"GO:0031625","MF","GO:0031625","ubiquitin protein ligase binding","12/101","318/17050",3.89517667393786e-07,3.16807702813613e-05,2.82912832107066e-05,"POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/SLC25A5/HSPD1/XRCC5/HSP90AB1/LAPTM4B",12,"7-Topic Analysis","Topic k6"
"GO:0044389","MF","GO:0044389","ubiquitin-like protein ligase binding","12/101","333/17050",6.35602274925407e-07,3.87717387704498e-05,3.46235976077787e-05,"POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/SLC25A5/HSPD1/XRCC5/HSP90AB1/LAPTM4B",12,"7-Topic Analysis","Topic k6"
"GO:0003735","MF","GO:0003735","structural constituent of ribosome","8/101","129/17050",9.67569214179107e-07,4.72173776519404e-05,4.21656478600158e-05,"RPL3/RPS3A/RPS7/RPS27A/RPS24/MRPL11/RPL18A/RPS15A",8,"7-Topic Analysis","Topic k6"
"GO:0042162","MF","GO:0042162","telomeric DNA binding","4/101","35/17050",5.27401327530349e-05,0.00214476539862342,0.00191529955787337,"NCL/TERF1/XRCC5/APEX1",4,"7-Topic Analysis","Topic k6"
"GO:0001227","MF","GO:0001227","DNA-binding transcription repressor activity, RNA polymerase II-specific","8/101","238/17050",8.48132939882468e-05,0.00265878091213301,0.00237432117692638,"POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/HESX1",8,"7-Topic Analysis","Topic k6"
"GO:0070182","MF","GO:0070182","DNA polymerase binding","3/101","15/17050",8.71731446600988e-05,0.00265878091213301,0.00237432117692638,"PTGES3/HMGB1/HSP90AB1",3,"7-Topic Analysis","Topic k6"
"GO:0008301","MF","GO:0008301","DNA binding, bending","3/101","17/17050",0.000129163135037621,0.00350175610546438,0.00312710747985818,"TERF1/HMGB1/HMGB3",3,"7-Topic Analysis","Topic k6"
"GO:0031369","MF","GO:0031369","translation initiation factor binding","3/101","23/17050",0.000327819216081885,0.00799878887239799,0.00714300818199475,"OTX2/LIN28A/RPS24",3,"7-Topic Analysis","Topic k6"
"GO:0048027","MF","GO:0048027","mRNA 5'-UTR binding","3/101","24/17050",0.000373043103261394,0.00827477429052547,0.00738946625599125,"NCL/RPS3A/RPS7",3,"7-Topic Analysis","Topic k6"
"GO:0060333","BP","GO:0060333","interferon-gamma-mediated signaling pathway","15/101","189/17073",3.40132527042221e-13,6.17000404054589e-10,5.08050585129381e-10,"SOCS1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1",15,"7-Topic Analysis","Topic k7"
"GO:0019886","BP","GO:0019886","antigen processing and presentation of exogenous peptide antigen via MHC class II","14/101","174/17073",1.82853874955334e-12,1.04816050233915e-09,8.6307651181991e-10,"HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1",14,"7-Topic Analysis","Topic k7"
"GO:0002495","BP","GO:0002495","antigen processing and presentation of peptide antigen via MHC class II","14/101","176/17073",2.13869057083073e-12,1.04816050233915e-09,8.6307651181991e-10,"HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1",14,"7-Topic Analysis","Topic k7"
"GO:0002504","BP","GO:0002504","antigen processing and presentation of peptide or polysaccharide antigen via MHC class II","14/101","177/17073",2.3112690239011e-12,1.04816050233915e-09,8.6307651181991e-10,"HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1",14,"7-Topic Analysis","Topic k7"
"GO:0060700","BP","GO:0060700","regulation of ribonuclease activity","6/101","10/17073",7.59731214400957e-12,2.75630484584667e-09,2.26959703838939e-09,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A/TCEA1",6,"7-Topic Analysis","Topic k7"
"GO:0034341","BP","GO:0034341","response to interferon-gamma","16/101","286/17073",1.1275631354727e-11,3.40899921291245e-09,2.80703875304519e-09,"SOCS1/IFITM2/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1",16,"7-Topic Analysis","Topic k7"
"GO:0032075","BP","GO:0032075","positive regulation of nuclease activity","6/101","12/17073",3.31100250181757e-11,7.70273105867982e-09,6.34258421184162e-09,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A/TCEA1",6,"7-Topic Analysis","Topic k7"
"GO:0071346","BP","GO:0071346","cellular response to interferon-gamma","15/101","260/17073",3.3970147998588e-11,7.70273105867982e-09,6.34258421184162e-09,"SOCS1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1",15,"7-Topic Analysis","Topic k7"
"GO:0050852","BP","GO:0050852","T cell receptor signaling pathway","14/101","245/17073",1.83473864173474e-10,3.69801766234091e-08,3.0450223773352e-08,"HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1",14,"7-Topic Analysis","Topic k7"
"GO:0050851","BP","GO:0050851","antigen receptor-mediated signaling pathway","14/101","287/17073",1.45313580341419e-09,2.63598834739334e-07,2.17052600531024e-07,"HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1",14,"7-Topic Analysis","Topic k7"
"GO:0010286","BP","GO:0010286","heat acclimation","5/101","11/17073",2.94484101513137e-09,3.81567257246307e-07,3.14190180486572e-07,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"7-Topic Analysis","Topic k7"
"GO:0070370","BP","GO:0070370","cellular heat acclimation","5/101","11/17073",2.94484101513137e-09,3.81567257246307e-07,3.14190180486572e-07,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"7-Topic Analysis","Topic k7"
"GO:0070426","BP","GO:0070426","positive regulation of nucleotide-binding oligomerization domain containing signaling pathway","5/101","11/17073",2.94484101513137e-09,3.81567257246307e-07,3.14190180486572e-07,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"7-Topic Analysis","Topic k7"
"GO:0070434","BP","GO:0070434","positive regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway","5/101","11/17073",2.94484101513137e-09,3.81567257246307e-07,3.14190180486572e-07,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"7-Topic Analysis","Topic k7"
"GO:0032069","BP","GO:0032069","regulation of nuclease activity","6/101","23/17073",3.43199044604548e-09,4.15042044608433e-07,3.41753995995686e-07,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A/TCEA1",6,"7-Topic Analysis","Topic k7"
"GO:0090063","BP","GO:0090063","positive regulation of microtubule nucleation","5/101","12/17073",5.02464886521222e-09,5.69669565093435e-07,4.69077417087904e-07,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"7-Topic Analysis","Topic k7"
"GO:0002478","BP","GO:0002478","antigen processing and presentation of exogenous peptide antigen","14/101","323/17073",6.62716060513816e-09,7.07157019865919e-07,5.82287362148053e-07,"HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1",14,"7-Topic Analysis","Topic k7"
"GO:0019884","BP","GO:0019884","antigen processing and presentation of exogenous antigen","14/101","325/17073",7.16884097572085e-09,7.22459862775423e-07,5.94888031844906e-07,"HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1",14,"7-Topic Analysis","Topic k7"
"GO:0048002","BP","GO:0048002","antigen processing and presentation of peptide antigen","14/101","335/17073",1.05320633224833e-08,1.00553488773604e-06,8.27977720476665e-07,"HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1",14,"7-Topic Analysis","Topic k7"
"GO:0010968","BP","GO:0010968","regulation of microtubule nucleation","5/101","14/17073",1.2582485817911e-08,1.08688710827098e-06,8.94964780732618e-07,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"7-Topic Analysis","Topic k7"
"GO:0070432","BP","GO:0070432","regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway","5/101","14/17073",1.2582485817911e-08,1.08688710827098e-06,8.94964780732618e-07,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"7-Topic Analysis","Topic k7"
"GO:1901029","BP","GO:1901029","negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway","5/101","15/17073",1.87853327120711e-08,1.54893606998623e-06,1.27542522097746e-06,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"7-Topic Analysis","Topic k7"
"GO:0019882","BP","GO:0019882","antigen processing and presentation","14/101","370/17073",3.67171944650946e-08,2.78249267984766e-06,2.29116062943413e-06,"HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1/HLA-DQA1",14,"7-Topic Analysis","Topic k7"
"GO:0070424","BP","GO:0070424","regulation of nucleotide-binding oligomerization domain containing signaling pathway","5/101","17/17073",3.83474735370405e-08,2.78249267984766e-06,2.29116062943413e-06,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"7-Topic Analysis","Topic k7"
"GO:0097201","BP","GO:0097201","negative regulation of transcription from RNA polymerase II promoter in response to stress","5/101","17/17073",3.83474735370405e-08,2.78249267984766e-06,2.29116062943413e-06,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"7-Topic Analysis","Topic k7"
