"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","Resolution","Topic"
"GO:0043407","BP","GO:0043407","negative regulation of MAP kinase activity","5/104","70/17073",6.73001053125709e-05,0.00308415674922801,0.00262388669700428,"SFRP2/SFRP1/APOE/DUSP6/GSTP1",5,"8-Topic Analysis","Topic k5"
"GO:0065004","BP","GO:0065004","protein-DNA complex assembly","7/104","169/17073",7.80288348271901e-05,0.00350835308289045,0.00298477727660711,"TERF1/SET/NASP/CENPV/NAP1L1/HMGB1/PARP1",7,"8-Topic Analysis","Topic k5"
"GO:0008380","BP","GO:0008380","RNA splicing","11/104","444/17073",8.2505962171762e-05,0.00364095755287609,0.00309759226399247,"SNRPN/SRSF7/PSIP1/HNRNPK/HNRNPU/SNRPD1/HSPA8/HNRNPA2B1/SRSF3/C1QBP/LSM6",11,"8-Topic Analysis","Topic k5"
"GO:1903312","BP","GO:1903312","negative regulation of mRNA metabolic process","5/104","74/17073",8.7865841481007e-05,0.0038069872772589,0.00323884422377836,"SRSF7/HNRNPK/HNRNPU/HNRNPA2B1/C1QBP",5,"8-Topic Analysis","Topic k5"
"GO:1903311","BP","GO:1903311","regulation of mRNA metabolic process","9/104","308/17073",0.000110350054244564,0.00469578891544277,0.00399500384351559,"SET/SERBP1/SRSF7/HNRNPK/HNRNPU/HSPA8/HNRNPA2B1/SRSF3/C1QBP",9,"8-Topic Analysis","Topic k5"
"GO:2001251","BP","GO:2001251","negative regulation of chromosome organization","6/104","127/17073",0.000125891127735087,0.00526313258583706,0.00447767889229506,"TERF1/SET/DNMT3B/USP44/HNRNPU/PARP1",6,"8-Topic Analysis","Topic k5"
"GO:1902930","BP","GO:1902930","regulation of alcohol biosynthetic process","5/104","81/17073",0.000135124647245716,0.00555175921356105,0.00472323177123863,"RAN/APOE/FDFT1/FDFT1/FDPS",5,"8-Topic Analysis","Topic k5"
"GO:0010833","BP","GO:0010833","telomere maintenance via telomere lengthening","5/104","82/17073",0.000143208445831105,0.00578416485450038,0.00492095391027132,"TERF1/HSP90AA1/HNRNPU/HNRNPA2B1/PARP1",5,"8-Topic Analysis","Topic k5"
"GO:0033044","BP","GO:0033044","regulation of chromosome organization","9/104","335/17073",0.000207296920662109,0.00823314269896342,0.00700445384553021,"TERF1/SET/DNMT3B/USP44/CENPV/HNRNPU/HNRNPA2B1/RMI2/PARP1",9,"8-Topic Analysis","Topic k5"
"GO:0008203","BP","GO:0008203","cholesterol metabolic process","6/104","143/17073",0.000240474326233499,0.00924274708732949,0.00786338798515653,"RAN/ACAT2/APOE/FDFT1/FDFT1/FDPS",6,"8-Topic Analysis","Topic k5"
"GO:0046165","BP","GO:0046165","alcohol biosynthetic process","6/104","143/17073",0.000240474326233499,0.00924274708732949,0.00786338798515653,"RAN/ACAT2/APOE/FDFT1/FDFT1/FDPS",6,"8-Topic Analysis","Topic k5"
"GO:0042470","CC","GO:0042470","melanosome","7/104","123/17712",7.98059322922793e-06,0.000973632373965807,0.00089466650411871,"PRDX1/RAN/HSP90AA1/YWHAE/YWHAE/NAP1L1/HSPA8",7,"8-Topic Analysis","Topic k5"
"GO:0048770","CC","GO:0048770","pigment granule","7/104","123/17712",7.98059322922793e-06,0.000973632373965807,0.00089466650411871,"PRDX1/RAN/HSP90AA1/YWHAE/YWHAE/NAP1L1/HSPA8",7,"8-Topic Analysis","Topic k5"
"GO:0005681","CC","GO:0005681","spliceosomal complex","7/104","185/17712",0.000109579876244364,0.00891249660120827,0.00818965390878931,"SNRPN/HNRNPK/HNRNPU/SNRPD1/HSPA8/HNRNPA2B1/LSM6",7,"8-Topic Analysis","Topic k5"
"GO:0035198","MF","GO:0035198","miRNA binding","9/100","36/17050",4.69590145640533e-13,1.28667699905506e-10,1.062756645397e-10,"POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/LIN28A/HNRNPA2B1",9,"8-Topic Analysis","Topic k5"
"GO:0061980","MF","GO:0061980","regulatory RNA binding","9/100","42/17050",2.16074760282934e-12,2.9602242158762e-10,2.44505649793847e-10,"POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/LIN28A/HNRNPA2B1",9,"8-Topic Analysis","Topic k5"
"GO:0044389","MF","GO:0044389","ubiquitin-like protein ligase binding","14/100","333/17050",8.7034761342875e-09,7.94917486931592e-07,6.56578024165548e-07,"POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/HSP90AA1/HSPD1/YWHAE/YWHAE/HSPA8/UBE2C/SUMO1",14,"8-Topic Analysis","Topic k5"
"GO:0031625","MF","GO:0031625","ubiquitin protein ligase binding","13/100","318/17050",4.29276462619259e-08,2.94054376894192e-06,2.4288010385037e-06,"POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/HSP90AA1/HSPD1/YWHAE/YWHAE/HSPA8/SUMO1",13,"8-Topic Analysis","Topic k5"
"GO:0050839","MF","GO:0050839","cell adhesion molecule binding","13/100","474/17050",3.95189883028396e-06,0.000216564055899561,0.000178875420739169,"PRDX1/RAN/SFRP2/RANBP1/SERBP1/PROM1/YWHAE/YWHAE/HNRNPK/CD9/HMGB1/HSPA8/PAICS",13,"8-Topic Analysis","Topic k5"
"GO:0003729","MF","GO:0003729","mRNA binding","8/100","174/17050",8.38783930019562e-06,0.0003830446613756,0.000316383412200361,"NCL/LIN28A/SERBP1/HNRNPU/HNRNPAB/HNRNPA2B1/SRSF3/C1QBP",8,"8-Topic Analysis","Topic k5"
"GO:0045296","MF","GO:0045296","cadherin binding","10/100","308/17050",1.31753439200975e-05,0.000515720604872388,0.000425969765837738,"PRDX1/RAN/RANBP1/SERBP1/PROM1/YWHAE/YWHAE/HNRNPK/HSPA8/PAICS",10,"8-Topic Analysis","Topic k5"
"GO:0003697","MF","GO:0003697","single-stranded DNA binding","6/100","93/17050",1.76650175892313e-05,0.000605026852431171,0.000499734050221674,"TERF1/HSPD1/HNRNPK/HNRNPU/HMGB1/HNRNPA2B1",6,"8-Topic Analysis","Topic k5"
"GO:0001227","MF","GO:0001227","DNA-binding transcription repressor activity, RNA polymerase II-specific","8/100","238/17050",7.90334822417532e-05,0.00240613045936004,0.00198739165871075,"POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/HESX1",8,"8-Topic Analysis","Topic k5"
"GO:0023026","MF","GO:0023026","MHC class II protein complex binding","4/100","52/17050",0.000242996866076716,0.00665811413050203,0.00549940275857832,"HSP90AA1/YWHAE/YWHAE/HSPA8",4,"8-Topic Analysis","Topic k5"
"GO:0060700","BP","GO:0060700","regulation of ribonuclease activity","6/88","10/17073",3.2572422191068e-12,6.0324125897858e-09,4.9681515531429e-09,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A/TCEA1",6,"8-Topic Analysis","Topic k7"
"GO:0032075","BP","GO:0032075","positive regulation of nuclease activity","6/88","12/17073",1.42140837362715e-11,1.31622415397874e-08,1.08401091230828e-08,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A/TCEA1",6,"8-Topic Analysis","Topic k7"
"GO:0010286","BP","GO:0010286","heat acclimation","5/88","11/17073",1.46206407015948e-09,3.9262376698184e-07,3.23355597565469e-07,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"8-Topic Analysis","Topic k7"
"GO:0070370","BP","GO:0070370","cellular heat acclimation","5/88","11/17073",1.46206407015948e-09,3.9262376698184e-07,3.23355597565469e-07,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"8-Topic Analysis","Topic k7"
"GO:0070426","BP","GO:0070426","positive regulation of nucleotide-binding oligomerization domain containing signaling pathway","5/88","11/17073",1.46206407015948e-09,3.9262376698184e-07,3.23355597565469e-07,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"8-Topic Analysis","Topic k7"
"GO:0070434","BP","GO:0070434","positive regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway","5/88","11/17073",1.46206407015948e-09,3.9262376698184e-07,3.23355597565469e-07,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"8-Topic Analysis","Topic k7"
"GO:0032069","BP","GO:0032069","regulation of nuclease activity","6/88","23/17073",1.48399911926182e-09,3.9262376698184e-07,3.23355597565469e-07,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A/TCEA1",6,"8-Topic Analysis","Topic k7"
"GO:0090063","BP","GO:0090063","positive regulation of microtubule nucleation","5/88","12/17073",2.49624263189036e-09,5.77880169282618e-07,4.75928364948569e-07,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"8-Topic Analysis","Topic k7"
"GO:0010968","BP","GO:0010968","regulation of microtubule nucleation","5/88","14/17073",6.25893458565217e-09,1.15915468526278e-06,9.54652233116841e-07,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"8-Topic Analysis","Topic k7"
"GO:0070432","BP","GO:0070432","regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway","5/88","14/17073",6.25893458565217e-09,1.15915468526278e-06,9.54652233116841e-07,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"8-Topic Analysis","Topic k7"
"GO:1901029","BP","GO:1901029","negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway","5/88","15/17073",9.35037894081731e-09,1.57426379985397e-06,1.29652622825304e-06,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"8-Topic Analysis","Topic k7"
"GO:0032729","BP","GO:0032729","positive regulation of interferon-gamma production","8/88","85/17073",1.25469579825119e-08,1.93641384863433e-06,1.59478439619822e-06,"HLA-DPB1/HLA-DPB1/HLA-DPB1/HLA-DPB1/HLA-DPB1/HLA-DPB1/HLA-DPB1/HLA-DPB1",8,"8-Topic Analysis","Topic k7"
"GO:0070424","BP","GO:0070424","regulation of nucleotide-binding oligomerization domain containing signaling pathway","5/88","17/17073",1.91117132683016e-08,2.52820664092104e-06,2.08217086659917e-06,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"8-Topic Analysis","Topic k7"
"GO:0097201","BP","GO:0097201","negative regulation of transcription from RNA polymerase II promoter in response to stress","5/88","17/17073",1.91117132683016e-08,2.52820664092104e-06,2.08217086659917e-06,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"8-Topic Analysis","Topic k7"
"GO:1903265","BP","GO:1903265","positive regulation of tumor necrosis factor-mediated signaling pathway","5/88","18/17073",2.63552215080637e-08,3.25399134886227e-06,2.67990989229364e-06,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"8-Topic Analysis","Topic k7"
"GO:0090084","BP","GO:0090084","negative regulation of inclusion body assembly","5/88","19/17073",3.56229804108339e-08,4.12335998255402e-06,3.39590122469068e-06,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"8-Topic Analysis","Topic k7"
"GO:0070431","BP","GO:0070431","nucleotide-binding oligomerization domain containing 2 signaling pathway","5/88","21/17073",6.18364703301837e-08,6.73653782655884e-06,5.54805235346354e-06,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"8-Topic Analysis","Topic k7"
"GO:0051131","BP","GO:0051131","chaperone-mediated protein complex assembly","5/88","24/17073",1.27598893899348e-07,1.18156575750797e-05,9.73109459263979e-06,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"8-Topic Analysis","Topic k7"
"GO:0090083","BP","GO:0090083","regulation of inclusion body assembly","5/88","24/17073",1.27598893899348e-07,1.18156575750797e-05,9.73109459263979e-06,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"8-Topic Analysis","Topic k7"
"GO:1902236","BP","GO:1902236","negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway","5/88","24/17073",1.27598893899348e-07,1.18156575750797e-05,9.73109459263979e-06,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"8-Topic Analysis","Topic k7"
"GO:0032649","BP","GO:0032649","regulation of interferon-gamma production","8/88","119/17073",1.77408308919953e-07,1.55771174851589e-05,1.28289435239259e-05,"HLA-DPB1/HLA-DPB1/HLA-DPB1/HLA-DPB1/HLA-DPB1/HLA-DPB1/HLA-DPB1/HLA-DPB1",8,"8-Topic Analysis","Topic k7"
"GO:0050671","BP","GO:0050671","positive regulation of lymphocyte proliferation","9/88","166/17073",1.85041352415495e-07,1.55771174851589e-05,1.28289435239259e-05,"TAC1/HLA-DPB1/HLA-DPB1/HLA-DPB1/HLA-DPB1/HLA-DPB1/HLA-DPB1/HLA-DPB1/HLA-DPB1",9,"8-Topic Analysis","Topic k7"
"GO:0032946","BP","GO:0032946","positive regulation of mononuclear cell proliferation","9/88","167/17073",1.94765700148639e-07,1.56828728989252e-05,1.29160411677518e-05,"TAC1/HLA-DPB1/HLA-DPB1/HLA-DPB1/HLA-DPB1/HLA-DPB1/HLA-DPB1/HLA-DPB1/HLA-DPB1",9,"8-Topic Analysis","Topic k7"
